"advertiserId","programName","conversionRate","confirmationRate","approvalTime","epc","confirmationTime","joinDate","paymentStatus","adRank","feedEnabled","parentSectors","subSectors","clickMin","clickMax","leadMin","leadMax","saleMin","saleMax","salePercentageMin","salePercentageMax"
"16850","Giga Tyres EU","1.5","74.8 / 0","34","0.09","34","2015-12-11 00:00:00",,"1.3","yes","Retail & Shopping","Automotive","","","","","","","3","3"
"15953","Netshoes - Loja do Inter BR","7.1","87.1 / 0","25","0.29","83","2015-10-05 00:00:00",,"1.3","yes","Retail & Shopping","Sports Equipment|Sportswear","","","","","","","10","10"
"17378","Pureraw DE - migrated","0","96.7 / 0","27","0.22","27","2016-06-02 00:00:00",,"1.3","no","Retail & Shopping","FMCG","","","","","","","7","7"
"17847","Lumizil DE","2.2","65.7 / 0","30","0.11","30","2016-07-15 00:00:00",,"1.3","yes","Retail & Shopping","Home & Garden","","","","","5","8.5","0","0"
"18018","LED-Lampenladen DE - migrated","6.5","93.5 / 0","26","0.27","26","2016-05-12 00:00:00",,"1.3","yes","Retail & Shopping","Home & Garden","","","","","","","8","8"
"19481","Kitchenaid BR","4.4","95.8 / 0","20","0.61","92","2017-10-04 00:00:00",,"1.3","yes","Retail & Shopping","Home & Garden","","","","","","","7","7"
"19153","Drim ES","0","98 / 0","0","0.00","0","2017-03-27 00:00:00",,"1.3","yes","Retail & Shopping","Toys & Games|Baby & Toddler","","","","","","","5","5"
"19506","G2A DE - migrated","0","99.9 / 0","0","0.00","0","2017-09-13 00:00:00",,"1.3","yes","Retail & Shopping","Entertainment Superstore|PC & Video Games|Toys & Games|Online Gaming","","","","","","","4","4"
"19536","Corpo Ideal BR","4.6","85.4 / 0","34","0.14","82","2018-01-31 00:00:00",,"1.3","yes","Retail & Shopping","Health & Beauty","","","","","","","7.5","7.5"
"4747","Emirates UK","0.3","55.1 / 0","0","0.01","0","2008-05-19 00:00:00",,"1.2","no","Travel","Airlines","","","","","","","1.3","2.5"
"18868","Sono Show BR","1.9","85.2 / 0","93","0.34","0","2018-02-07 00:00:00",,"1.2","yes","Retail & Shopping","Furniture & Soft Furnishings|Home & Garden","","","","","","","6.5","6.5"
"1144","Channel21 DE - migrated","0","73.3 / 0","64","0.00","64","2011-11-07 00:00:00",,"1.2","yes","Retail & Shopping","Department Stores","","","","","","","3","6"
"5848","Kahla Porzellanshop DE - migrated","0","100 / 0","44","0.45","45","2009-02-04 00:00:00",,"1.2","yes","Retail & Shopping","Home & Garden","","","","","","","5","8"
"10590","Gameforge Global","0.5","100 / 99.7","29","0.00","30","2014-08-07 00:00:00",,"1.2","no","Telco's & Services","Online Gaming","","","0.1","1.75","","","10","35"
"17358","iCasei BR","17.7","86.6 / 82.8","42","0.24","95","2018-04-12 00:00:00",,"1.2","no","Telco's & Services","Dating|Lead Gen","","","2.6","2.6","6","19","0","0"
"17178","Quero Bolsa BR","0.6","96.5 / 0","19","0.05","55","2015-11-30 00:00:00",,"1.2","no","Telco's & Services","Education Training & Recruitment","","","","","","","13","13"
"17609","easyOrdner DE - migrated","0","100 / 0","60","3.45","60","2016-11-09 00:00:00",,"1.2","no","Retail & Shopping","Office Supplies","","","","","","","10","10"
"17660","Plie BR","8.2","93.2 / 0","56","0.29","54","2016-03-15 00:00:00",,"1.2","no","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","6.5","7.5"
"17890","Reisefux AT - migrated","0","100 / 0","1","1.87","1","2016-11-07 00:00:00",,"1.2","no","Travel","Local Holidays","","","","","","","7","7"
"18154","Brettsport DE - migrated","4.3","85.5 / 0","90","0.33","90","2016-09-28 00:00:00",,"1.2","yes","Retail & Shopping","Sports Equipment","","","","","","","3","7"
"18241","Pkwteile AT","5.3","88.1 / 0","29","0.41","30","2016-09-08 00:00:00",,"1.2","yes","Retail & Shopping","Automotive","","","","","","","5","10"
"18354","Bettkonzept DE - migrated","0","88.7 / 0","60","1.17","62","2016-07-27 00:00:00",,"1.2","no","Retail & Shopping","Furniture & Soft Furnishings","","","","","","","8","8"
"13539","Eduk BR","2.3","91.2 / 99.1","19","0.08","53","2017-04-04 00:00:00",,"1.2","no","Telco's & Services","Education Training & Recruitment","","","9","9","24","38","0","0"
"19046","G2A BR","1.2","24.1 / 0","26","0.00","26","2017-06-12 00:00:00",,"1.2","yes","Retail & Shopping","Entertainment Superstore|PC & Video Games|Toys & Games|Online Gaming","","","","","","","4","4"
"4598","One.com CH","0","61.6 / 0","60","3.06","82","2008-05-15 00:00:00",,"1.1","no","Telco's & Services","Web Hosting","","","","","15","45","0","0"
"14777","Swarovski PL","0","95.3 / 0","47","0.37","96","2014-02-06 00:00:00",,"1.1","yes","Retail & Shopping","Jewellery","","","","","","","4","8"
"15170","Slendertone DE","0","100 / 0","34","0.94","34","2014-07-01 00:00:00",,"1.1","yes","Retail & Shopping","Health & Beauty","","","","","","","8","10"
"16557","DX.com BR","3.5","55 / 0","59","0.06","60","2015-07-01 00:00:00",,"1.1","yes","Retail & Shopping","Department Stores","","","","","","","5","5"
"16599","Eichhorn Solutions DE - migrated","0","100 / 0","60","0.70","60","2015-06-10 00:00:00",,"1.1","yes","Retail & Shopping","Office Supplies","","","","","","","6","9"
"17144","Modehaus Hoevel DE - migrated","0","65.6 / 0","28","0.58","28","2016-02-19 00:00:00",,"1.1","yes","Retail & Shopping","Clothing","","","","","","","8","8"
"15954","Netshoes - Shop Cruzeiro BR","7.8","87.5 / 0","25","0.38","85","2015-10-05 00:00:00",,"1.1","yes","Retail & Shopping","Sports Equipment|Sportswear","","","","","","","10","10"
"17245","Die Jugendherbergen DE","0","93.8 / 0","359","0.00","392","2015-11-16 00:00:00",,"1.1","no","Travel","Tourism & Attractions","","","","","","","5","5"
"17691","Casa das Aliancas BR","1.8","61.9 / 0","20","0.10","20","2016-05-03 00:00:00",,"1.1","no","Retail & Shopping","Jewellery","","","","","","","8.5","8.5"
"18634","Pett Mode DE","0","88.4 / 0","57","0.45","57","2016-10-19 00:00:00",,"1.1","yes","Retail & Shopping","Clothing","","","","","","","8","10"
"19295","Guterkauf DE - migrated","0","87.2 / 0","0","0.00","0","2017-06-07 00:00:00",,"1.1","yes","Retail & Shopping","Electronic Accessories|Electronic Superstore","","","","","","","2.3","2.3"
"19393","Nextel B2B BR","0","0 / 0","0","0.10","0","2018-12-19 00:00:00",,"1.1","no","Telco's & Services","B2B Telecommunications Services","","","25","25","","","0","0"
"19403","Netshoes - Olympikus BR","3.1","85.4 / 0","22","0.12","103","2017-07-27 00:00:00",,"1.1","no","Retail & Shopping","Sports Equipment|Sportswear","","","","","","","10","10"
"19652","BringIT BR","15.9","84.4 / 0","37","0.28","79","2018-11-05 00:00:00",,"1.1","yes","Retail & Shopping","Computers|Electronic Accessories","","","","","","","5","5"
"19494","Hermoso Compadre BR","6.8","85.4 / 0","30","0.18","0","2017-08-29 00:00:00",,"1.1","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","5.5","5.5"
"19450","A fabula BR","7.7","88.9 / 0","39","0.31","69","2017-12-15 00:00:00",,"1.1","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","7","7"
"19593","Positivo BR","0.8","75.5 / 0","25","0.06","64","2018-04-20 00:00:00",,"1.1","no","Retail & Shopping","Electronic Accessories","","","","","","","4","4"
"19690","Dia Delivery BR","0.8","73.8 / 0","27","0.02","63","2018-11-06 00:00:00",,"1.1","yes","Retail & Shopping","FMCG","","","","","","","7","7"
"1481","dackonline.se: Migrated 21/12/2017","1.3","71.5 / 0","35","0.11","35","2005-11-18 00:00:00",,"1","yes","Retail & Shopping","Automotive","","","","","","","2","4"
"3186","oponytanio.pl","2.3","100 / 0","41","0.21","42","2007-04-11 00:00:00",,"1","no","Retail & Shopping","Automotive","","","","","","","3","3"
"2825","ONE.com SE","0.5","64.7 / 0","60","0.07","87","2007-01-31 00:00:00",,"1","no","Telco's & Services","Web Hosting","","","","","135","405","0","0"
"15353","Fasterprint IT","0","24 / 0","46","0.84","245","2014-07-05 00:00:00",,"1","yes","Retail & Shopping","Office Supplies","","","","","","","7.5","7.5"
"16189","Sunglasshut BR","0.6","86 / 0","20","0.08","109","2015-01-28 00:00:00",,"1","yes","Retail & Shopping","Clothing Accessories","","","","","","13","0","11.5"
"12929","GartenXXL DE - migrated","1.8","92.1 / 0","43","0.17","43","2013-03-07 00:00:00",,"1","yes","Retail & Shopping","Home & Garden","","","","","","","5","8"
"15633","Voopter BR","5","0 / 43.7","0","0.00","0","2015-07-31 00:00:00",,"1","no","Travel","Airlines","","","0.39","0.39","","","0","0"
"14850","Klin BR","2.6","46.7 / 0","34","0.07","98","2014-02-28 00:00:00",,"1","yes","Retail & Shopping","Baby & Toddler","","","","","","","7.5","7.5"
"14976","Clinique BR","5.6","83.7 / 0","26","0.20","87","2014-05-25 00:00:00",,"1","no","Retail & Shopping","Pharmaceuticals","","","","","","","7","7"
"16234","Morena Rosa BR","1.8","88.1 / 0","41","0.18","84","2015-03-09 00:00:00",,"1","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","12","12"
"16870","KCP Bikes DE - migrated","0","60.2 / 0","60","0.18","60","2015-07-05 00:00:00",,"1","yes","Retail & Shopping","Sports Equipment|Sportswear","","","","","","","5","5"
"17784","Vaio BR","1.9","58 / 0","27","0.19","73","2018-04-24 00:00:00",,"1","yes","Retail & Shopping","Electronic Accessories|Electronic Superstore","","","","","","","1.5","1.5"
"17936","Boa Saude Suplementos  BR","2.6","86.5 / 0","34","0.08","125","2018-01-23 00:00:00",,"1","yes","Retail & Shopping","Health & Beauty","","","","","","","7.5","7.5"
"18363","Redley BR","8.5","83.3 / 0","56","0.34","112","2016-07-14 00:00:00",,"1","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","8.5","8.5"
"18976","Bel Air BR","0.8","93.9 / 0","84","0.22","57","2017-01-16 00:00:00",,"1","yes","Retail & Shopping","Furniture & Soft Furnishings","","","","","","","9","9"
"19520","Nicephotos BR","10.7","90.8 / 0","20","0.14","59","2017-10-31 00:00:00",,"1","no","Retail & Shopping","Photography|Photos & Print Services","","","","","","0.01","0","10"
"19369","Omelete Store BR","4.6","87.2 / 0","19","0.20","99","2017-06-14 00:00:00",,"1","no","Retail & Shopping","Lead Gen","","","","","11","75","7","7"
"19429","Skyscanner BR","2.3","0.2 / 0","84","0.00","90","2017-08-21 00:00:00",,"1","no","Travel","Airlines","","","","","0.16","0.16","0","0"
"19626","Quintess BR","2.2","82 / 0","23","0.08","70","2018-06-28 00:00:00",,"1","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","4.5","9"
"19553","Foxton BR","3.8","91.1 / 0","47","0.14","0","2017-12-15 00:00:00",,"1","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","6","6"
"19583","Dentro da Historia BR","12","96.1 / 0","6","0.18","86","2018-04-09 00:00:00",,"1","no","Retail & Shopping","Books & Subscriptions","","","","","","","6.5","6.5"
"19661","AutoZ BR","4.9","74 / 0","32","0.26","69","2018-09-11 00:00:00",,"1","no","Retail & Shopping","Automotive","","","","","","","4","4"
"19675","Kipling BR","2.1","57.8 / 0","20","0.17","55","2018-10-23 00:00:00",,"1","no","Retail & Shopping","Clothing Accessories|Shoes","","","","","","","5.6","5.6"
"19689","Swarovski BR","0","0 / 0","20","0.25","79","2018-12-13 00:00:00",,"1","yes","Retail & Shopping","Jewellery","","","","","","","7","7"
"10921","Billigfluege DE","1.9","87.7 / 0","41","0.15","41","2011-10-04 00:00:00",,"0.9","no","Travel","Travel Agencies","","","","","8","8","0","0"
"4597","One.com AT","0.8","41.5 / 0","60","0.10","0","2008-05-15 00:00:00",,"0.9","no","Telco's & Services","Web Hosting","","","","","15","45","0","0"
"2923","dekkonline.com NO - Migrated 21/12/2017","0.5","69.5 / 0","34","0.06","34","2007-03-09 00:00:00",,"0.9","yes","Retail & Shopping","Automotive","","","","","","","3","3"
"7755","ad4mat PL","0","0 / 0","0","0.00","0","2010-06-14 00:00:00",,"0.9","no","Retail & Shopping","","","","","","","","80","80"
"11769","Flug24 DE","5.3","91 / 0","121","0.40","124","2012-03-22 00:00:00",,"0.9","no","Travel","Travel Agencies","","","","","8","8","0","0"
"11869","agFashion DE","0","65.7 / 0","38","0.03","38","2012-07-09 00:00:00",,"0.9","yes","Retail & Shopping","Clothing","","","","","","","8","8"
"14683","avira.com ES","0.2","81.7 / 0","55","0.02","55","2014-04-29 00:00:00",,"0.9","no","Telco's & Services","Software Downloads|Utilities","","","","","","","25","25"
"15665","Stilwahl DE","0","66.5 / 0","36","0.38","36","2014-10-31 00:00:00",,"0.9","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","5","12"
"15666","Pneuhage DE - migrated","0","96.1 / 0","25","0.02","25","2014-08-26 00:00:00",,"0.9","yes","Retail & Shopping","Automotive","","","","","","","2","3"
"15815","Weltsparen DE - migrated","0","57.2 / 0","40","0.00","40","2014-11-04 00:00:00",,"0.9","no","Finance & Insurance","Savings & Investments","","","","","45","45","0","0"
"16808","Cover-Discount CH","0","98 / 0","50","0.16","50","2015-08-27 00:00:00",,"0.9","yes","Retail & Shopping","Electronic Accessories","","","","","","","6","8"
"17131","GIGA Fixxoo DE - migrated","0","88.9 / 0","25","0.00","78","2016-01-12 00:00:00",,"0.9","yes","Retail & Shopping","Electronic Accessories|Electronic Superstore","","","","","","","10","10"
"19548","Gallerist BR","1.4","92.7 / 0","21","0.16","135","2018-03-05 00:00:00",,"0.9","no","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","6","6"
"18494","Karat24.net DE - migrated","0","69.8 / 0","52","0.03","52","2016-09-08 00:00:00",,"0.9","yes","Retail & Shopping","Jewellery","","","","","","","8","12"
"12925","eDreams BR","0.1","95.9 / 0","55","0.01","100","2012-12-07 00:00:00",,"0.9","no","Travel","Airlines","","","","","","","2","4"
"19303","Newnutrition BR","3.3","93.6 / 0","6","0.17","61","2017-04-28 00:00:00",,"0.9","no","Retail & Shopping","Health & Beauty","","","","","","","9.5","9.5"
"19673","JanSport BR","2.8","0 / 0","27","0.09","83","2018-10-23 00:00:00",,"0.9","no","Retail & Shopping","Clothing Accessories|Sports Equipment","","","","","","","5.6","5.6"
"19599","Fantoy BR","4","80.9 / 0","34","0.28","0","2018-11-08 00:00:00",,"0.9","no","Retail & Shopping","Toys & Games","","","","","","","6","6"
"1246","DKB DE - migrated","0","45.2 / 0","0","0.00","0","2005-08-02 00:00:00",,"0.8","no","Finance & Insurance","Credit Cards|Loans|Personal Banking","","","","","30","60","1.4","1.8"
"6357","Guess IT: Migrated 20/12/2017","0","100 / 0","0","0.00","0","2009-03-17 00:00:00",,"0.8","yes","Retail & Shopping","Clothing","","","","","","","7","7"
"2828","One.com NL","0.7","51.6 / 0","60","0.09","85","2007-02-06 00:00:00",,"0.8","no","Telco's & Services","Web Hosting","","","","","15","45","0","0"
"3293","Altroconsumo IT","0","100 / 74.7","0","0.01","0","2007-05-16 00:00:00",,"0.8","no","Retail & Shopping","Books & Subscriptions","","","1.55","35","","","0","0"
"828","Otto Reisen","0","100 / 0","1","0.36","1","2004-10-13 00:00:00",,"0.8","yes","Travel","Travel Agencies","","","","","","","1","3"
"3464","ONE.com DK","0.4","57.8 / 0","60","0.07","85","2007-11-22 00:00:00",,"0.8","no","Telco's & Services","Web Hosting","","","","","15","45","0","0"
"9091","reifenshop.at","0.3","91 / 0","35","0.03","35","2010-11-23 00:00:00",,"0.8","yes","Retail & Shopping","Automotive","","","","","","","3","5"
"9177","Krähe DE","0","76.4 / 0","37","0.17","37","2010-11-22 00:00:00",,"0.8","yes","Retail & Shopping","Clothing","","","","","","","7","10"
"9179","Arbeitskleidung Billiger DE","2.6","81.3 / 0","36","0.06","36","2010-11-22 00:00:00",,"0.8","yes","Retail & Shopping","Clothing","","","","","","","6","9"
"1551","callmobile.de - migrated","0","94.7 / 0","41","0.30","41","2005-12-15 00:00:00",,"0.8","no","Telco's & Services","Mobile Pay As You Go","","","","","10","20","0","0"
"417","Talkline","0","33.9 / 0","22","0.04","22","2003-06-15 00:00:00",,"0.8","yes","Telco's & Services","Mobile Contract","","","","","1","350","0","0"
"12120","americandream DE","0","63.6 / 0","74","0.11","74","2013-07-16 00:00:00",,"0.8","no","Telco's & Services","Gambling & Competitions|Tourism & Attractions","","","15","25","","","0","0"
"15117","CIAM IT","0","100 / 0","33","0.14","33","2014-05-18 00:00:00",,"0.8","yes","Retail & Shopping","Pets & Pet Care","","","","","","","2.5","10"
"15231","bigbank DE - migrated","0.8","0 / 43.6","0","0.20","0","2014-05-19 00:00:00",,"0.8","no","Finance & Insurance","Personal Banking","","","25","25","","","0","0"
"16408","ARLT DE - migrated","1.3","69.9 / 0","36","0.02","36","2015-04-23 00:00:00",,"0.8","yes","Retail & Shopping","Computers|Electronic Accessories","","","","","2","6","0.5","3"
"16727","Hotels.com ZA: Migrated 20/02/2018","0","97.4 / 0","0","0.00","0","2015-06-17 00:00:00",,"0.8","no","Travel","Hotels & Accommodation","","","","","","","0.6","11"
"17702","Studenten-Presse DE - migrated","0","100 / 0","90","0.06","90","2016-06-23 00:00:00",,"0.8","yes","Retail & Shopping","Books & Subscriptions","","","","","6.5","6.5","0","0"
"17836","Zierstoff DE","3.7","97.1 / 0","60","0.03","60","2016-04-04 00:00:00",,"0.8","yes","Retail & Shopping","Clothing","","","","","","","6","8"
"18604","LED DE - migrated","1.7","100 / 0","60","0.08","60","2016-11-14 00:00:00",,"0.8","yes","Retail & Shopping","Home & Garden","","","","","","","8","8"
"18432","Breil IT","2.2","50.4 / 0","44","0.21","108","2016-09-30 00:00:00",,"0.8","yes","Retail & Shopping","Clothing Accessories|Jewellery","","","","","","","11","15"
"17362","Expedia.ar","0.2","100 / 0","116","0.05","131","2017-10-19 00:00:00",,"0.8","no","Travel","Airlines|Car Rental|Hotels & Accommodation","","","","","","","1","6"
"19484","Itaro BR","0.8","78.8 / 0","21","0.06","21","2018-03-19 00:00:00",,"0.8","yes","Retail & Shopping","Automotive","","","","","","","2.8","2.8"
"18406","Meu Carro Novo BR","0","0 / 92.3","0","0.00","0","2017-10-05 00:00:00",,"0.8","no","Travel","Car Rental","","","2.8","2.8","","","0","0"
"10440","eyeslipsface CH - migrated","0","100 / 0","0","0.00","0","2011-12-21 00:00:00",,"0.7","yes","Retail & Shopping","Health & Beauty","","","","","","","12","12"
"2282","schecker.de - migrated","0","100 / 0","33","0.21","108","2006-08-20 00:00:00",,"0.7","yes","Retail & Shopping","Pets & Pet Care","","","","","","","6","8"
"12568","Telfort NL","0","99.9 / 0","0","0.00","383","2012-09-17 00:00:00",,"0.7","no","Telco's & Services","Network Operators","","","","","10","75","0","0"
"14670","avira.com DE","0","61.8 / 0","0","0.00","0","2014-04-29 00:00:00",,"0.7","no","Telco's & Services","Software Downloads|Utilities","","","","","","","25","25"
"15746","bombshell-shop  CH","0","92.8 / 0","13","0.39","174","2014-09-19 00:00:00",,"0.7","no","Retail & Shopping","Erotic","","","","","","","10","10"
"15826","Venchi IT","0.8","79 / 0","41","0.04","139","2014-11-17 00:00:00",,"0.7","no","Retail & Shopping","FMCG","","","","","","","11.5","15.5"
"15951","Netshoes - Santos Store BR","7.3","77.8 / 0","27","0.29","86","2015-01-15 00:00:00",,"0.7","yes","Retail & Shopping","Clothing|Sportswear","","","","","","","10","10"
"16730","Leisure-Sports DE","0","4.2 / 0","60","0.02","153","2015-06-18 00:00:00",,"0.7","yes","Retail & Shopping","Sports Equipment","","","","","","","5","8"
"17721","Matrazzo DE","0","100 / 0","100","0.27","100","2016-06-10 00:00:00",,"0.7","no","Retail & Shopping","Health & Beauty","","","","","","","10","10"
"17796","Tyres Outlet EU","1.4","75.5 / 0","34","0.09","34","2016-04-21 00:00:00",,"0.7","yes","Retail & Shopping","Automotive","","","","","","","3","3"
"17797","Leu Erdgas DE","0","29 / 0","0","0.00","0","2016-05-31 00:00:00",,"0.7","no","Telco's & Services","Utilities","","","","","40","40","0","0"
"18410","Folletto IT","1.6","96.9 / 0","44","0.14","155","2016-10-10 00:00:00",,"0.7","yes","Retail & Shopping","Electronic Accessories","","","","","","","6","6"
"18880","Ovelha Negra BR","0.7","78.1 / 0","29","0.08","105","2017-03-14 00:00:00",,"0.7","no","Retail & Shopping","Music & DVD","","","","","","","3.6","3.6"
"19642","Embelleze BR","8.9","91.5 / 0","29","0.11","72","2018-06-20 00:00:00",,"0.7","no","Retail & Shopping","Health & Beauty","","","","","","","5.5","5.5"
"19666","Flexiroam BR","0","100 / 0","37","0.30","0","2018-11-06 00:00:00",,"0.7","no","Retail & Shopping","Electronic Accessories","","","","","","","18","18"
"2724","eibmarkt at - migrated","0","100 / 0","28","0.13","28","2006-12-04 00:00:00",,"0.6","yes","Retail & Shopping","Electronic Superstore","","","","","","","2","2"
"4025","Airline Direct DE","1.4","95 / 0","39","0.10","39","2008-02-15 00:00:00",,"0.6","no","Travel","Travel Agencies","","","","","8","8","0","0"
"3483","VW Bank DE - migrated","0","19.3 / 0","0","0.00","0","2007-10-08 00:00:00",,"0.6","no","Finance & Insurance","Savings & Investments|Loans|Personal Banking","","","","","25","130","0","0"
"3185","eiretyres.com IE: Migrated 21/12/2017","0","91.8 / 0","35","0.20","35","2007-03-20 00:00:00",,"0.6","yes","Retail & Shopping","Automotive","","","","","","","3","3"
"4710","La Redoute IT: Migrated 02/11/2017","0","100 / 0","119","0.00","120","2008-07-25 00:00:00",,"0.6","yes","Retail & Shopping","Clothing","","","","","","","8.5","10"
"10733","VTB Direktbank DE","0.2","0 / 0","57","0.03","64","2011-11-14 00:00:00",,"0.6","no","Finance & Insurance","Savings & Investments","","","","","38","38","0","0"
"12069","Long Tall Sally DE - migrated","0","100 / 0","90","0.00","0","2013-04-01 00:00:00",,"0.6","yes","Retail & Shopping","Clothing|Clothing Accessories|Shoes","","","","","","","1","5"
"10425","Clarks ES: Migrated 26/01/2018","0","1.1 / 0","64","0.00","0","2012-10-09 00:00:00",,"0.6","yes","Retail & Shopping","Shoes","","","","","","","8","8"
"16126","noicompriamoauto IT","4.2","0 / 100","0","0.03","0","2014-12-23 00:00:00",,"0.6","no","Retail & Shopping","Automotive|Lead Gen","","","0.4","1","","","0","0"
"16119","Wineowine IT","0.5","100 / 100","44","0.07","124","2015-02-09 00:00:00",,"0.6","yes","Retail & Shopping","Wine Spirits & Tobacco","","","0.6","0.6","","","7","7"
"16323","creoven.DE - migrated","0","90.7 / 0","60","0.00","130","2015-07-01 00:00:00",,"0.6","yes","Retail & Shopping","Electronic Accessories","","","","","","","5","6"
"16013","Polo Motorrad CH - migrated","0","93.6 / 0","35","0.21","35","2015-04-23 00:00:00",,"0.6","yes","Retail & Shopping","Automotive","","","","","","","2","9"
"16775","eoffice24 DE","0","76.4 / 0","35","0.12","35","2015-10-28 00:00:00",,"0.6","no","Retail & Shopping","Office Supplies","","","","","","","5","5"
"17397","Hausmed DE - migrated","0","47.2 / 0","60","0.02","60","2016-02-03 00:00:00",,"0.6","no","Retail & Shopping","Health & Beauty","","","","","12","12","0","0"
"17346","Mein Trendy Handy DE - migrated","0","65.8 / 0","9","0.03","9","2016-04-19 00:00:00",,"0.6","yes","Retail & Shopping","Electronic Accessories","","","","","","","7","7"
"17885","la-melle DE - migrated","0","95.5 / 0","60","0.00","60","2016-04-19 00:00:00",,"0.6","yes","Retail & Shopping","Photos & Print Services","","","","","","","6","6"
"18642","MW Motorsport DE","0","96.4 / 0","60","0.39","60","2016-10-28 00:00:00",,"0.6","yes","Retail & Shopping","Automotive","","","","","","","5","5"
"18840","Transatlantic_Fitness DE - migrated","0","93.4 / 0","60","0.00","60","2017-01-12 00:00:00",,"0.6","yes","Retail & Shopping","Sports Equipment|Sportswear","","","","","","","15","15"
"19309","Clube Greens BR","4.7","82.3 / 0","7","0.12","93","2017-05-04 00:00:00",,"0.6","no","Retail & Shopping","Health & Beauty","","","","","","","10","10"
"3034","pneushop.cz","0","100 / 0","41","0.05","42","2007-03-25 00:00:00",,"0.5","yes","Retail & Shopping","Automotive","","","","","","","3","3"
"3993","brigitte-st-gallen.ch - migrated","0","22.2 / 0","60","0.00","60","2008-02-11 00:00:00",,"0.5","yes","Retail & Shopping","Department Stores","","","","","","","7","7"
"9627","Desert Operations DACH","0","0 / 0","0","0.00","0","2011-03-07 00:00:00",,"0.5","no","","","","","0.5","0.5","","","0","0"
"3895","Erwin Müller DE - migrated","0","78.6 / 0","27","0.00","27","2007-10-01 00:00:00",,"0.5","yes","Retail & Shopping","Home & Garden","","","","","","","5","8"
"737","Neu.de - migrated","0","100 / 100","40","0.00","40","2008-03-10 00:00:00",,"0.5","no","Telco's & Services","Dating","","","3","5","","","40","50"
"9670","3ppp3 CH - migrated","0","95.4 / 0","28","0.00","135","2011-04-10 00:00:00",,"0.5","yes","Retail & Shopping","Electronic Accessories","","","","","","","5","5.9"
"10039","debitel-light DE","0","99.5 / 0","41","0.08","59","2011-05-10 00:00:00",,"0.5","no","Telco's & Services","Mobile Pay As You Go","","","","","1","20","0","0"
"14048","chocri.de - migrated","0","100 / 0","29","0.00","30","2013-11-28 00:00:00",,"0.5","yes","Retail & Shopping","Gifts & Flowers","","","","","","","12","12"
"14583","Lynxbroker DE","0.2","0 / 100","0","0.10","0","2014-02-05 00:00:00",,"0.5","no","Finance & Insurance","Savings & Investments","","","70","70","","","0","0"
"15098","Foodspring DE: Migrated 23/02/2018","0","0 / 0","0","0.00","0","2014-05-04 00:00:00",,"0.5","yes","Retail & Shopping","Health & Beauty","0","0","0","0","0","0","0","0"
"14887","rosettastone DE - migrated","0.7","100 / 0","30","0.07","30","2014-04-12 00:00:00",,"0.5","no","Telco's & Services","Education Training & Recruitment|Software Downloads","","","","","","","10","15"
"15444","Legolanddiscoverycentre DE","0","0 / 0","0","0.00","0","2014-06-25 00:00:00",,"0.5","no","Travel","Tourism & Attractions","","","","","","","8","8"
"17565","Designbaeder DE - migrated","0","96.2 / 0","60","0.00","0","2016-02-15 00:00:00",,"0.5","yes","Retail & Shopping","Furniture & Soft Furnishings","","","","","","","5","5"
"17907","Emirates AT: Migrated 15/12/2017","0","100 / 0","0","0.00","434","2016-05-09 00:00:00",,"0.5","no","Travel","Airlines","","","","","","","1.3","2.5"
"18329","reifen-online CH","0","72 / 100","56","0.16","56","2016-11-21 00:00:00",,"0.5","yes","Retail & Shopping","Lead Gen","","","0.16","0.16","","","4","4"
"18390","Petitebox BR","3.9","88.4 / 100","68","0.09","171","2016-11-10 00:00:00",,"0.5","yes","Retail & Shopping","Baby & Toddler","","","6.5","6.5","","20","0","8"
"18473","TroniTechnik DE - migrated","0","96.2 / 0","60","0.00","60","2016-11-07 00:00:00",,"0.5","no","Retail & Shopping","Home & Garden","","","","","","","3","3"
"18552","aovo Reisen DE","0","80.8 / 0","108","0.12","108","2016-10-24 00:00:00",,"0.5","yes","Travel","Tourism & Attractions","","","","","","","8","8"
"18968","compensation2go","0","0 / 100","0","0.05","0","2017-02-16 00:00:00",,"0.5","no","Telco's & Services","Utilities","","","5.7","7.1","","","0","0"
"19698","TheBar.com BR","3.1","53.2 / 0","21","0.07","0","2018-12-19 00:00:00",,"0.5","yes","Retail & Shopping","Wine Spirits & Tobacco","","","","","","","4.5","4.5"
"10642","Magix IT","1.2","95.4 / 0","60","0.09","60","2011-11-07 00:00:00",,"0.4","yes","Telco's & Services","Software Downloads","","","","0.01","","","15","20"
"476","Swarovski DE - The Magic of Crystal - migrated","0","76.5 / 0","51","0.00","51","2003-11-06 00:00:00",,"0.4","yes","Retail & Shopping","Jewellery","","","","","","","4","8"
"4739","Emirates IN: Migrated 15/12/2017","0","95.7 / 0","0","0.20","458","2008-06-18 00:00:00",,"0.4","no","Travel","Airlines","","","","","","","1.3","2.5"
