Name,URL,Category,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
DHL PL,https://www.dhlparcel.pl,"
    Shopping & Retail",Business_and_Industry/Transportation_and_Logistics,1886480,Poland - 94.63,United Kingdom - 1.13,Netherlands - 0.74,Germany - 0.63,United States - 0.52,58139,1305,278
Dhmedia kampania PL,https://dhmedia.pl,"
    Finance",,,,,,,,,,
DoradcaFiansow.pl,https://oferty.doradcafinansow.pl,"
    Finance",,,,,,,,,,
Camaieu PL,http://www.camaieu.pl,"
    Fashion",Business_and_Industry,458212,Poland - 97.03,Germany - 0.87,Czech Republic - 0.83,Belarus - 0.37,Hungary - 0.16,145669,3402,11483
Coccodrillo,https://pl.coccodrillo.eu,"
    Fashion",Unknown,836186,Poland - 97.60,Belarus - 0.99,Ukraine - 0.36,Switzerland - 0.30,Czech Republic - 0.16,,,
Dyson,https://shop.dyson.pl,"
    Shopping & Retail",Unknown,254678,Poland - 89.33,United Kingdom - 6.23,United States - 2.07,Germany - 1.44,Ireland - 0.44,289026,9538,
Deichmann,http://www.deichmann.com,"
    Fashion",Shopping/Clothing,19800738,Germany - 29.19,Poland - 21.47,Hungary - 7.61,Turkey - 7.25,Slovakia - 5.45,3136,314,31
elampy,https://www.elampy.pl,"
    Home & Garden",Shopping/Home_and_Garden,125853,Poland - 98.44,United Kingdom - 0.85,Germany - 0.37,Netherlands - 0.20,Ukraine - 0.14,510363,13533,2323
Empik,https://empik.com,"
    Shopping & Retail",Shopping,22217042,Poland - 94.93,United Kingdom - 1.19,Germany - 0.80,United States - 0.35,Netherlands - 0.22,4418,87,386
Electro PL (PL),https://www.electro.pl,"
    Computers & Electronics, Shopping & Retail, Home & Garden",Shopping,2702342,Poland - 97.91,Ukraine - 0.63,United Kingdom - 0.24,Germany - 0.19,Belarus - 0.15,44284,962,3271
e-torty.pl (PL),http://e-torty.pl,"
    Food & Drink",Shopping,102467,Poland - 93.88, - 5.05,United Kingdom - 1.07,,,744262,27417,51978
Endo,https://www.endo.pl,"
    Fashion",Shopping/Clothing,476611,Poland - 95.48,France - 0.92,Belarus - 0.88,Germany - 0.57,Ukraine - 0.55,167395,4071,2293
Eobuwie (PL),http://eobuwie.com.pl,"
    Fashion, Shopping & Retail",Shopping/Clothing,18694101,Poland - 98.01,Germany - 0.37,United Kingdom - 0.26,Switzerland - 0.23,Netherlands - 0.10,3538,71,38
ESKK (PL),https://eskk.pl,"
    Education & Careers",Career_and_Education/Education,586768,Poland - 95.68,Germany - 0.93,France - 0.55,United Kingdom - 0.48,Ireland - 0.41,194610,6013,6053
Euro-Tax.pl,http://www.euro-tax.pl,"
    Finance, Education & Careers",Business_and_Industry,505523,Poland - 80.23,Netherlands - 6.39,United Kingdom - 4.02,Germany - 4.01,Austria - 1.15,292005,13077,26575
FitAdept (PL),http://fitadept.com,"
    Health & Beauty",Unknown,56263,Poland - 100.00,,,,,1246492,38726,
FotoForma (PL),https://fotoforma.pl,"
    Computers & Electronics",Shopping/Consumer_Electronics,131595,Poland - 98.14,Belarus - 0.88,Germany - 0.34,Denmark - 0.33,Serbia - 0.20,509009,13185,3286
GENERALI,https://generali.pl,"
    Insurance",Finance/Financial_Management,1157946,Poland - 99.55,United Kingdom - 0.14,Germany - 0.07,United States - 0.06,Czech Republic - 0.06,64918,1392,533
Gatta.pl,https://gatta.pl,"
    Fashion",Shopping/Clothing,434012,Poland - 92.72,Germany - 1.31,United Kingdom - 1.14,Ukraine - 0.89,Portugal - 0.84,176657,4443,2408
Ford Flota - Wiosenne promocje kampania,https://fordflota.pl,"
    Automotive",Unknown,6293,Poland - 100.00,,,,,6833612,219972,
Hapi Pożyczki,https://www.hapipozyczki.pl,"
    Finance, Business-To-Business",Arts_and_Entertainment,689728,Poland - 96.31,Germany - 0.82,United Kingdom - 0.75,Denmark - 0.46,United States - 0.43,155036,4040,12217
Groupon,https://www.groupon.pl,"
    Shopping & Retail",Shopping/Coupons,6411673,Poland - 96.22,Germany - 1.17,United Kingdom - 0.60,Netherlands - 0.40,Ireland - 0.24,15377,340,40
Hilton,http://www.hiltoneasteurope.com,"
    Travel",,,,,,,,,,
INIS kampania PL,http://test.pl,"
    Business-To-Business",Career_and_Education/Education,11879,Poland - 100.00,,,,,5185239,164957,124382
IKEA - kampania,https://www.ikea.com,"
    Home & Garden",Shopping/Home_and_Garden,273330204,United States - 15.16,Germany - 10.69,United Kingdom - 7.69,France - 7.65,Russian Federation - 7.58,174,312,1
gattaactive.pl,https://gattaactive.pl,"
    Fashion",Internet_and_Telecom,25647,Poland - 93.62,Czech Republic - 6.38,,,,2078851,64985,82732
Inter Cars PL,https://intercars.pl,"
    Automotive",Business_and_Industry,1474427,Poland - 95.45,Germany - 0.72,United Kingdom - 0.39,Norway - 0.39,Lithuania - 0.39,58458,1359,3856
kakto.pl (PL),https://kakto.pl,"
    Computers & Electronics",Shopping,73770,Poland - 99.14,United Kingdom - 0.69,Belarus - 0.17,,,711847,18707,49697
Iveco kampania,https://promocje.iveco.pl,"
    Automotive",Unknown,12822,Poland - 100.00,,,,,,,
HappyCar PL,https://www.happycar.pl,"
    Travel",Autos_and_Vehicles/Car_Rentals,254010,Poland - 83.39,United Kingdom - 8.18,Ireland - 2.25,United States - 1.10,Switzerland - 0.91,305149,12832,201
KPI kampania,https://kpimedia.pl,"
    Finance",Unknown,34696,Poland - 100.00,,,,,1717713,59558,
Kampania Lidl_podróże(PL),https://lidl-podroze.pl,"
    Travel",Unknown,522841,Poland - 98.17,Ukraine - 0.41,Germany - 0.34,Netherlands - 0.26,Czech Republic - 0.21,203175,5482,
KwiatowyOgrod.pl (PL),http://kwiatowyogrod.pl,"
    Shopping & Retail",Business_and_Industry,18009,Poland - 100.00,,,,,5123653,162881,779129
Keko,http://www.keko.pl,"
    Shopping & Retail",Shopping,213905,Poland - 95.67,United Kingdom - 0.87,Germany - 0.79,Ireland - 0.74,Italy - 0.71,405524,11852,28567
Leroy Merlin kampania,http://www.leroymerlin.pl,"
    Home & Garden, Shopping & Retail",Shopping/Home_and_Garden,14742980,Poland - 96.91,Germany - 0.48,United Kingdom - 0.45,Czech Republic - 0.42,Belarus - 0.33,4938,98,21
Maxandmrau,https://www.maxandmrau.pl,"
    Shopping & Retail",Unknown,132061,Poland - 97.88,Germany - 0.86,Ukraine - 0.85,Sweden - 0.42,,742510,19672,
Księgarnia Internetowa PWN,https://ksiegarnia.pwn.pl,"
    Media & Entertainment, Shopping & Retail, Education & Careers",Unknown,1350223,Poland - 95.65,United Kingdom - 0.73,Germany - 0.72,Czech Republic - 0.60,Spain - 0.30,,,
Media Markt (PL),http://www.mediamarkt.pl,"
    Computers & Electronics",Shopping/Consumer_Electronics,16307822,Poland - 95.71,Germany - 0.62,United Kingdom - 0.54,Belarus - 0.53,Ukraine - 0.34,6080,136,59
MediaExpert (PL),https://www.mediaexpert.pl,"
    Media & Entertainment, Shopping & Retail, Home & Garden",Shopping/Consumer_Electronics,26529440,Poland - 97.40,Germany - 0.40,Ukraine - 0.39,United Kingdom - 0.35,Belarus - 0.20,3636,76,32
Lancerto,https://lancerto.com,"
    Fashion",Shopping,371537,Poland - 96.34,Germany - 1.81,United Kingdom - 0.57,Slovakia - 0.26,United States - 0.22,193886,4604,13615
Merg.pl (PL),https://www.merg.pl,"
    Fashion",Shopping/Clothing,377951,Poland - 97.10,United Kingdom - 1.35,Germany - 0.83,Norway - 0.31,Ukraine - 0.20,208059,5581,2778
MyButik.pl (PL),https://mybutik.pl,"
    Fashion",Unknown,351417,Poland - 97.05,Belgium - 0.84,Switzerland - 0.59,Latvia - 0.54,Germany - 0.54,257873,6969,
Neo24.pl,http://www.neo24.pl,"
    Computers & Electronics, Shopping & Retail, Home & Garden",Shopping/Consumer_Electronics,1142537,Poland - 98.06,United Kingdom - 0.45,Ukraine - 0.42,Germany - 0.30,Norway - 0.10,97969,2239,728
Neonet,http://www.neonet.pl,"
    Shopping & Retail",Shopping/Consumer_Electronics,5619760,Poland - 97.58,Ukraine - 0.44,Germany - 0.41,United Kingdom - 0.29,Belarus - 0.26,17603,377,159
Netia kampania,https://my.netia.pl,"
    Telecoms & Utilities",Unknown,160641,Poland - 96.91,Germany - 0.80,Czech Republic - 0.44,United Kingdom - 0.38,Spain - 0.38,,,
Link4 OC i AC,http://link4.pl,"
    Insurance",Finance/Financial_Management,1478660,Poland - 98.38,Germany - 0.51,United Kingdom - 0.39,Netherlands - 0.14,United States - 0.12,67544,1516,553
OleOle.pl (PL),http://www.oleole.pl,"
    Telecoms & Utilities, Shopping & Retail, Computers & Electronics",Shopping/Consumer_Electronics,5688149,Poland - 98.06,Germany - 0.41,United Kingdom - 0.35,Ukraine - 0.22,Netherlands - 0.13,17793,373,164
Orange,https://www.orange.pl,"
    Telecoms & Utilities, Computers & Electronics",Internet_and_Telecom/Telecommunications,25350817,Poland - 96.32,United Kingdom - 1.16,Germany - 0.78,Netherlands - 0.22,United States - 0.21,4337,83,81
NJU mobile,http://www.njumobile.pl,"
    Telecoms & Utilities",Internet_and_Telecom/Telecommunications,2811204,Poland - 97.11,Germany - 0.67,United Kingdom - 0.63,United States - 0.19,Norway - 0.17,32189,719,384
PocztaKwiatowa.pl (PL),https://pocztakwiatowa.pl,"
    Shopping & Retail",Shopping/Flowers,960940,Poland - 80.62,United Kingdom - 6.89,Germany - 4.14,United States - 1.60,Netherlands - 1.52,98505,4123,23
Proama,https://www.proama.pl,"
    Finance",Business_and_Industry,391529,Poland - 99.45,Germany - 0.31,United Kingdom - 0.17,Sweden - 0.07,,157912,3540,12668
PROLINE (PL),https://proline.pl,"
    Computers & Electronics",Shopping/Consumer_Electronics,2443334,Poland - 98.32,Germany - 0.41,United Kingdom - 0.25,Netherlands - 0.13,Latvia - 0.13,45650,995,370
Philips,https://www.philips.pl,"
    Computers & Electronics",Shopping/Consumer_Electronics,2237859,Poland - 96.98,Germany - 0.58,Netherlands - 0.29,United Kingdom - 0.28,France - 0.16,47479,1060,385
Provident,https://www.provident.pl,"
    Finance","Finance/Credit,_Loans_and_Mortgages",1011399,Poland - 95.77,Germany - 1.60,United Kingdom - 0.82,Netherlands - 0.33,Ireland - 0.28,106034,2594,142
Przeglad Lekarski (zamknięty),http://przegladlekarski.com,"
    Health & Beauty",,,,,,,,,,
publio.pl (PL),http://www.publio.pl,"
    Media & Entertainment",Internet_and_Telecom/Web_Hosting,1782406,Poland - 92.80,United Kingdom - 1.12,Germany - 1.03,Denmark - 0.76,United States - 0.63,54230,1349,285
PUMA PL,https://pl-eu.puma.com,"
    Health & Beauty, Fashion, Sports & Recreation",Unknown,417623,Poland - 97.55,Ukraine - 0.55,Germany - 0.41,Belarus - 0.38,France - 0.22,,,
Promod PL (PL),https://www.promod.pl,"
    Shopping & Retail",Shopping/Clothing,540106,Poland - 98.12,Germany - 0.53,United States - 0.37,Slovakia - 0.29,Spain - 0.15,132821,3221,1891
RTV EURO AGD (PL),http://www.euro.com.pl,"
    Telecoms & Utilities, Shopping & Retail, Computers & Electronics",Shopping/Consumer_Electronics,28640971,Poland - 96.97,Germany - 0.53,Belarus - 0.46,United Kingdom - 0.39,Ukraine - 0.25,3066,61,26
RunnersClub.pl (PL),https://runnersclub.pl,"
    Fashion, Sports & Recreation",Shopping/Sports,242555,Poland - 98.94,United Kingdom - 0.41,United States - 0.21,Germany - 0.15,Norway - 0.13,346912,8889,1360
Renee.pl (PL),https://www.renee.pl,"
    Fashion",Shopping,2145585,Poland - 97.88,Germany - 0.42,Ukraine - 0.27,Bulgaria - 0.27,Italy - 0.24,32224,752,2422
Ravelo,https://www.ravelo.pl,"
    Home & Garden, Shopping & Retail",Shopping,990049,Poland - 94.09,United Kingdom - 1.43,United States - 0.81,Germany - 0.43,Italy - 0.31,104407,2493,7407
Selectcamp,https://www.selectcamp.com,"
    Travel",Travel/Tourism,205043,Germany - 23.40,Poland - 21.64,Netherlands - 14.95,France - 11.16,Italy - 7.78,487196,80235,5397
Santander Consumer Bank karta kredytowa,https://www.santanderconsumer.pl,"
    Finance",Finance/Banking,2382586,Poland - 97.77,Germany - 0.52,Netherlands - 0.41,United States - 0.30,United Kingdom - 0.17,43374,982,551
Saltandpepper,https://www.saltandpepper.pl,"
    Fashion",Shopping/Clothing,17494,Poland - 95.78,Germany - 3.14,Russian Federation - 1.09,,,2406247,77139,21914
Skarbnica Narodowa kampania,https://ecselis.com,"
    Finance",Internet_and_Telecom/Online_Marketing,2594,United Kingdom - 35.04,Portugal - 27.97,Spain - 23.78,France - 13.21,,7405909,1216207,14989
Skyscanner PL,http://www.skyscanner.pl,"
    Travel",Travel/Tourism,5342600,Poland - 87.73,United Kingdom - 3.06,Germany - 1.12,France - 0.84,Norway - 0.79,13321,324,91
Szkla.com,https://szkla.com,"
    Health & Beauty, Shopping & Retail",Health/Products_and_Shopping,390188,Poland - 96.86,Ireland - 0.70,United Kingdom - 0.51,United States - 0.26,Germany - 0.24,204660,5014,434
Sferis (PL),http://www.sferis.pl,"
    Telecoms & Utilities, Shopping & Retail, Computers & Electronics",Shopping/Consumer_Electronics,1954050,Poland - 97.71,Germany - 0.41,Slovakia - 0.22,United Kingdom - 0.20,Ukraine - 0.19,60994,1340,483
Urwis.pl (PL),http://urwis.pl,"
    Shopping & Retail",Shopping,133799,Poland - 92.48,Canada - 2.91,Faroe Islands - 2.44,United Kingdom - 1.16,Ukraine - 0.58,518099,14290,36437
Vacansoleil PL,http://www.vacansoleil.pl,"
    Travel",Travel/Accommodation_and_Hotels,229156,Poland - 95.13,Iceland - 1.27,France - 0.70,Netherlands - 0.67,Belgium - 0.41,303997,8630,1406
VANGRAAF,http://www.vangraaf.com,"
    Fashion",Shopping/Clothing,1885833,Poland - 58.86,Germany - 33.98,Czech Republic - 1.94,Hungary - 1.56,Latvia - 0.71,47172,1895,682
Showroom,https://www.showroom.pl,"
    Fashion",Business_and_Industry,1316735,Poland - 96.96,Germany - 0.84,United Kingdom - 0.61,France - 0.30,Spain - 0.23,73608,1682,5015
Velpa.pl (PL),https://velpa.pl,"
    Fashion",Unknown,157292,Poland - 95.80,Thailand - 1.50,Austria - 0.80,Moldova - 0.67,Russian Federation - 0.46,488237,13085,
VOBIS (PL),http://vobis.pl,"
    Computers & Electronics, Shopping & Retail, Media & Entertainment",Shopping/Consumer_Electronics,379591,Poland - 97.74,United Kingdom - 0.94,Slovakia - 0.31,Netherlands - 0.26,Belarus - 0.20,254398,6619,1748
Virtualo,http://virtualo.pl,"
    Shopping & Retail, Media & Entertainment",Books_and_Literature/E-Books,1116061,Poland - 91.42,Germany - 1.96,United Kingdom - 1.08,Denmark - 1.02,Ireland - 0.67,87583,2131,64
Wittchen,https://www.wittchen.com,"
    Fashion, Shopping & Retail",Shopping/Clothing,2124530,Poland - 97.33,United Kingdom - 0.68,Germany - 0.47,Czech Republic - 0.23,United States - 0.14,36183,816,517
Zadowolenie.pl (PL),http://zadowolenie.pl,"
    Shopping & Retail",Shopping,442899,Poland - 97.75,Germany - 0.71,Norway - 0.29,Ukraine - 0.27,France - 0.25,247535,6057,17424
Zaplo PL,https://www.zaplo.pl,"
    Finance",Business_and_Industry,399435,Poland - 94.73,United Kingdom - 1.94,Netherlands - 1.17,Germany - 0.53,Ireland - 0.43,244432,6177,21565
Zooplus,https://www.zooplus.pl,"
    Sports & Recreation, Home & Garden, Shopping & Retail",Pets_and_Animals/Pets,3527201,Poland - 97.66,United Kingdom - 0.52,Norway - 0.33,Germany - 0.33,Netherlands - 0.25,21548,475,10
Alior Mikropożyczka,https://www.aliorbank.pl,"
    Finance",Finance/Banking,25563355,Poland - 96.41,United Kingdom - 0.84,Germany - 0.60,Ireland - 0.25,Netherlands - 0.23,2767,52,69
P4 Play kampania,https://www.play.p,"
    Telecoms & Utilities",,,,,,,,,,
Afibel (FR),http://www.afibel.fr,"
    Shopping & Retail, Fashion",Shopping/Clothing,37794,France - 100.00,,,,,2481710,156819,22448
B&B Hotels (FR),http://www.hotel-bb.com,"
    Travel, Business-To-Business",Travel/Accommodation_and_Hotels,979728,France - 63.12,Italy - 13.27,Germany - 5.05,Belgium - 3.03,United Kingdom - 2.65,95381,5097,402
Calzedonia,https://track.adform.net,"
    Fashion",Unknown,62938836,Italy - 28.17,Germany - 19.15,United Kingdom - 7.16,Poland - 7.13,Czech Republic - 5.67,,,
DFDS (FR),https://www.dfds.com,"
    Travel",Business_and_Industry/Transportation_and_Logistics,722819,United Kingdom - 24.97,Denmark - 8.54,France - 7.06,Netherlands - 6.99,Germany - 6.77,140915,17622,704
Ector Parking (FR),https://www.ectorparking.com,"
    Shopping & Retail",Unknown,210446,France - 92.85,Belgium - 2.43,Congo Republic - 1.87,Viet Nam - 0.87,Germany - 0.56,528672,25797,
"Comme j'aime (FR)",https://www.commejaime.fr,"
    Health & Beauty",Arts_and_Entertainment,2104081,France - 94.84,Belgium - 0.86,Martinique - 0.68,Reunion - 0.41,Algeria - 0.37,52966,1886,4511
GearBest (FR),http://www.gearbest.com,"
    Shopping & Retail",Shopping,227897483,Brazil - 8.74,Egypt - 5.17,United States - 4.49,Turkey - 4.12,Russian Federation - 3.57,393,213,52
Disneyland Paris FR,https://tracking.metalyzer.com,"
    Travel, Media & Entertainment",Unknown,2058420,Germany - 41.55,Romania - 7.55,Switzerland - 6.36,France - 5.84,Netherlands - 5.30,,,
Kiosque FAE (FR),https://www.kiosque-fae.fr,"
    Media & Entertainment",News_and_Media,168925,France - 99.69,United States - 0.28, - 0.03,,,322689,13281,17352
Light In The Box (FR),http://www.lightinthebox.com,"
    Shopping & Retail",Shopping/General_Merchandise,24292265,United States - 12.32,France - 10.71,Brazil - 7.68,Germany - 4.74,United Kingdom - 4.55,3531,3678,75
Louis Chevrolet (FR),https://louischevrolet.com,"
    Shopping & Retail",Business_and_Industry,3360,France - 37.94,Switzerland - 25.27,United Kingdom - 13.88,Germany - 12.42,Italy - 10.49,7470235,666872,1161349
M6 Croq Kilos (FR),https://www.croq-kilos.com,"
    Health & Beauty",Unknown,842396,France - 78.78,Switzerland - 8.37,Belgium - 7.98,Reunion - 1.01,Congo Republic - 0.94,112785,4962,
Newchic (FR),https://www.newchic.com,"
    Fashion, Shopping & Retail",Shopping,17043126,United States - 26.85,France - 6.28,Germany - 4.91,United Kingdom - 4.15,Canada - 2.83,6196,3981,519
Hilton (FR),http://www.hiltonhotels.com,"
    Travel",Travel/Accommodation_and_Hotels,742634,France - 13.24,Poland - 11.39,Mexico - 9.71,Colombia - 6.78,Brazil - 5.45,174114,44208,767
Relais Colis (FR),https://www.relaiscolis.com,"
    Telecoms & Utilities",Business_and_Industry/Transportation_and_Logistics,3739298,France - 97.81,Belgium - 0.63,Spain - 0.25,United Kingdom - 0.22,Switzerland - 0.21,39822,1361,189
Rentalcars (FR),http://www.rentalcars.com,"
    Automotive",Autos_and_Vehicles/Car_Rentals,24884052,United States - 13.84,United Kingdom - 10.72,France - 6.62,Italy - 5.89,Spain - 4.97,3659,5122,1
TOMS (FR),https://www.toms.fr,"
    Shopping & Retail",Shopping,47652,France - 90.81,Germany - 2.81,Poland - 1.82,United Kingdom - 1.50,Ireland - 1.20,1027465,50001,70985
Peter Hahn (FR),http://www.peterhahn.fr,"
    Fashion, Shopping & Retail",Shopping/Clothing,498535,France - 94.66, - 1.37,Belgium - 0.86,Switzerland - 0.71,United Kingdom - 0.60,115588,4531,1660
TUI (FR),http://www.tui.fr,"
    Travel",Travel/Tourism,3941737,France - 95.07,Belgium - 1.93,Switzerland - 0.27,Spain - 0.21,Sao Tome and Principe - 0.21,23051,777,188
ABRA MEBLE (PL),http://www.abra-meble.pl,"
    Home & Garden, Shopping & Retail",Business_and_Industry,1006672,Poland - 98.03,Slovakia - 0.46,Germany - 0.31,Czech Republic - 0.27,United Kingdom - 0.24,69611,1592,4701
Skyscanner (FR),https://www.skyscanner.fr,"
    Travel",Travel/Tourism,6759782,France - 74.59,Belgium - 4.09,Morocco - 1.91,United Kingdom - 1.72,Spain - 1.23,11208,476,74
DOZ.pl,https://www.doz.pl,"
    Health & Beauty",Health/Pharmacy,23120603,Poland - 96.14,United Kingdom - 0.90,Germany - 0.65,Belarus - 0.31,Netherlands - 0.22,5276,117,5
Center Parcs (PL),https://www.centerparcs.com,"
    Travel",Travel/Accommodation_and_Hotels,883580,Germany - 30.26,France - 19.99,Netherlands - 16.10,United Kingdom - 12.87,Belgium - 7.08,142318,25415,620
eMAG.pl (PL),https://www.emag.pl,"
    Computers & Electronics, Shopping & Retail",Business_and_Industry,6942197,Poland - 97.15,Germany - 0.49,Bulgaria - 0.26,United Kingdom - 0.23,Ukraine - 0.21,16315,345,840
Spartoo PL,http://www.spartoo.pl,"
    Fashion",Shopping/Clothing,556234,Poland - 98.02,Germany - 0.46,United Kingdom - 0.37,Czech Republic - 0.19,Turkey - 0.17,148483,3654,2087
TUI Biuro Podróży,http://tui.pl,"
    Travel",Travel/Tourism,4891905,Poland - 95.34,United Kingdom - 1.23,Germany - 0.48,Norway - 0.32,Netherlands - 0.31,19301,448,156
empikfoto.pl,http://empikfoto.pl,"
    Gaming, Shopping & Retail",Arts_and_Entertainment/Photography,1208241,Poland - 97.97,Czech Republic - 0.30,United Kingdom - 0.24,Germany - 0.22,France - 0.22,82192,1832,256
T-Mobile Usługi Bankowe Pożyczka Gotówkowa,https://form.t-mobilebankowe.pl,"
    Finance",Unknown,7562,Poland - 99.11,Russian Federation - 0.89,,,,,,
