Name,URL,Category,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
Lava DE - migrated,http://www.la-va.com,Retail & Shopping,Business_and_Industry,97292,Germany - 80.56,Austria - 5.09,Switzerland - 3.71,Bulgaria - 2.10,Belgium - 1.81,751452,50757,82500
Duloren BR,http://www.duloren.com.br,Retail & Shopping,Shopping/Clothing,278720,Brazil - 91.45,Ireland - 6.45,Poland - 1.31,United Arab Emirates - 0.59,Japan - 0.20,320232,17000,3995
La Redoute DE AT: Migrated 02/11/2017,http://www.laredoute.de,Retail & Shopping,Shopping/Clothing,1099,Germany - 50.01,Switzerland - 41.05,Russian Federation - 8.94,,,14890194,2488873,81315
the roomers CH,http://www.theroomers.com,Retail & Shopping,Autos_and_Vehicles/Car_Buying,1295,Germany - 100.00,,,,,21802532,2435843,67156
JimDrive DE - migrated,http://www.jimdrive.com,"Telco's & Services",Unknown,19216,Germany - 86.10,Switzerland - 7.44,Portugal - 3.34,United Arab Emirates - 2.50,Ukraine - 0.62,2517374,173080,
American Express DE - migrated,http://www.americanexpress.com,Finance & Insurance,Finance,148503944,United States - 71.52,United Kingdom - 4.67,Canada - 3.42,India - 3.09,Australia - 2.24,451,123,11
Bulk Powders ES,https://www.bulkpowders.es,Retail & Shopping,Health/Products_and_Shopping,293706,Spain - 77.33,Mexico - 7.08,Argentina - 4.00,Colombia - 2.24,20 - 1.26,278520,8690,657
Venize DE - migrated,http://www.sexshop-venize.de,Retail & Shopping,Adult,130976,Germany - 93.82,Luxembourg - 2.06,Austria - 1.01,Greece - 0.83,Turkey - 0.80,494917,26996,20122
pneus FR,http://www.pneus.fr,Retail & Shopping,Autos_and_Vehicles,124182,France - 91.08,Ukraine - 2.66,Belgium - 1.29,United States - 0.70,Guadeloupe - 0.68,584302,25134,10790
Sage DE - migrated,http://www.sage.de,"Telco's & Services",Computer_and_Electronics/Software,116095,Germany - 95.13,Austria - 2.51,Switzerland - 0.80,Luxembourg - 0.72,United Kingdom - 0.42,630490,34679,11802
WEIMEI MOBILE ES - Closed 04/05/2018,http://www.weimeimobile.com,Retail & Shopping,Unknown,10461,Spain - 42.64,Peru - 23.62,Portugal - 13.98,Mexico - 13.57,Reunion - 6.19,8516901,520570,
HNF DE,http://www.hnf-heisenberg.com,Retail & Shopping,Unknown,2078,Germany - 100.00,,,,,11436616,2286578,
Beko Käuferportal DE - migrated,http://www.kaeuferportal.de,"Telco's & Services",Computer_and_Electronics/Software,445369,Germany - 86.24,Austria - 5.43,Switzerland - 2.65,Spain - 1.20,Greece - 0.91,225517,12368,5208
Estee Lauder DE - migrated,http://www.esteelauder.de,Retail & Shopping,Health/Products_and_Shopping,182317,Germany - 84.17,Belgium - 11.62,United States - 1.39,France - 1.01,United Kingdom - 0.83,415987,39115,1042
Momondo RO: Closed 18.06.2018,http://www.momondo.ro,Travel,Home_and_Garden/Nursery_and_Playroom,1690655,Romania - 86.88,United Kingdom - 1.91,Germany - 1.73,Netherlands - 1.17,Slovakia - 0.77,41971,292,35
VINATIS DE - migrated,http://www.vinatis.de,Retail & Shopping,Food_and_Drink,61099,Germany - 62.88,Austria - 28.43,Switzerland - 3.23,Lithuania - 1.84,Belgium - 1.20,912826,69842,9680
Woolovers AU: Migrated 07/02/2018,http://www.woolovers.au,Retail & Shopping,,,,,,,,,,
Guider CH,http://www.guider.ch,"Telco's & Services",Unknown,340050,Switzerland - 95.26,Germany - 2.74,Hungary - 0.41,Portugal - 0.38,France - 0.26,298256,2377,
Learnity DE,http://www.learnity.com,"Telco's & Services",Business_and_Industry/Textiles_and_Nonwovens,30626,Germany - 75.28,Austria - 16.29,France - 3.17,Croatia - 2.04,India - 1.61,1760223,127711,768
myLoc DE,http://www.myloc.de,"Telco's & Services",Internet_and_Telecom/Web_Hosting,92815,Germany - 73.23,India - 5.86,Turkey - 2.68,Brazil - 2.43,Austria - 1.77,709950,47325,3661
DHL Envoi FR,https://dhlenvoi.fr,Travel,Unknown,199,,,,,,,,
Bobbi Brown DE - migrated,http://www.bobbibrown.de,Retail & Shopping,Business_and_Industry,84980,Germany - 96.11,Italy - 3.35,Russian Federation - 0.54,,,748108,44068,82015
Kapten & Son DE - migrated,http://kapten-son.de,Retail & Shopping,,,,,,,,,,
Pixartprinting SE: Migrated 07/02/2018,http://www.pixartprinting.se,Retail & Shopping,Business_and_Industry/Marketing_and_Advertising,9445,Sweden - 100.00,,,,,3076240,79473,43734
Litex Shop NL,http://www.litex-shop.nl,Retail & Shopping,,,,,,,,,,
AdmiralDirekt DE - migrated,http://www.admiraldirekt.de,Finance & Insurance,Finance/Insurance,238368,Germany - 96.37,Netherlands - 1.35,Romania - 1.07,Austria - 0.57,France - 0.40,312491,17825,695
Auspuffanlage DE,http://www.auspuffanlage.de,Retail & Shopping,Shopping,131157,Germany - 84.52,Faroe Islands - 4.37,Austria - 3.47,France - 3.00,Switzerland - 1.44,532400,40197,37354
watado DE - migrated,http://www.watado.de,Travel,Unknown,179508,Germany - 93.53,Switzerland - 1.98,Luxembourg - 1.97,Austria - 1.06,Lithuania - 0.80,293413,15074,
MyProtein BE: Migrated 11/10/2017,http://www.myprotein.be,Retail & Shopping,Unknown,98314,Belgium - 95.68,Netherlands - 1.98,France - 1.13,United States - 0.47,United Kingdom - 0.33,415101,3993,
LAPEYRE FR,http://www.lapeyre.fr,Retail & Shopping,Home_and_Garden/Interior_Decor,3213688,France - 97.04,Belgium - 0.70,Luxembourg - 0.30,Switzerland - 0.18,Monaco - 0.17,27261,923,6
Onskefoto SE: migrated 03.10.2017,http://www.onskefoto.se,Retail & Shopping,Arts_and_Entertainment/Photography,167401,Sweden - 96.42,United States - 2.18,Ecuador - 1.03,Pakistan - 0.15,Indonesia - 0.14,439236,6104,1326
Mio Skincare DE: Migrated 19/10/2017,http://www.mioskincare.de,Retail & Shopping,Health/Products_and_Shopping,1776,Germany - 100.00,,,,,21101523,2347479,31953
Fotoknudsen NO: migrated 03.10.2017,http://www.fotoknudsen.no,Retail & Shopping,Arts_and_Entertainment/Photography,227872,Norway - 96.80,Switzerland - 2.51,United States - 0.39,Sweden - 0.25,Russian Federation - 0.05,262889,2135,828
Shopty IT,http://www.shopty.com,Retail & Shopping,Business_and_Industry,340514,Italy - 32.04,France - 29.07,Portugal - 14.91,Spain - 13.51,Brazil - 3.58,304141,24874,27888
MyProtein CH: Migrated 11/10/2017,http://www.myprotein.ch,Retail & Shopping,Health/Products_and_Shopping,105267,Switzerland - 91.08,Austria - 4.76,Germany - 2.20,United States - 0.62,Cyprus - 0.55,482998,4703,1218
Viator_Uma Empresa TripAdvisor BR,http://br.viator.com,Travel,Unknown,7329,Portugal - 100.00,,,,,,,
Urban Decay ES,http://www.urbandecay.com,Retail & Shopping,Beauty_and_Fitness/Cosmetics,1343573,United States - 74.00,Brazil - 1.87,Germany - 1.30,Mexico - 1.26,Canada - 1.18,83220,18976,67
AppartCity FR,http://www.appartcity.com,Travel,Travel/Accommodation_and_Hotels,587617,France - 84.98,Belgium - 3.19,Spain - 2.17,Germany - 1.21,Morocco - 0.87,175542,7857,774
Nutritienda PT,http://www.nutritienda.com,Retail & Shopping,Health/Nutrition,1304754,Spain - 55.28,Portugal - 23.81,Mexico - 4.15,Brazil - 3.83,Colombia - 2.90,76357,2375,23
Umzugspreisvergleich DE - migrated,http://www.umzugspreisvergleich.de,Finance & Insurance,Home_and_Garden/Moving_and_Relocating,81543,Germany - 92.24,Bulgaria - 2.89,Romania - 2.20,Switzerland - 1.20,Denmark - 0.88,978437,59204,15
Subasta de Ocio ES,http://www.subastadeocio.es,Retail & Shopping,Travel/Tourism,30220,Spain - 82.94,Chile - 9.77,188 - 4.70,Netherlands - 2.59,,2072134,72065,22225
Viator DACH,http://www.viatorcom.de,Travel,Travel/Tourism,18900,Germany - 100.00,,,,,4652003,449165,46455
Nisbets FR: Migrated,http://www.nisbets.fr,Retail & Shopping,Business_and_Industry,117285,France - 96.85,324 - 0.93,Germany - 0.59,258 - 0.52,Tunisia - 0.40,499893,24086,50793
JOSH V DE: Migrated 01/09/2017,http://joshv.de,Retail & Shopping,,,,,,,,,,
JOSH V NL: Migrated 01/09/2017,http://joshv.nl,Retail & Shopping,,,,,,,,,,
Nisbets NL: Migrated 03/08/2017,http://www.nisbets.nl,Retail & Shopping,Business_and_Industry,68186,Netherlands - 100.00,,,,,954675,24812,108549
Mio Skincare ES: Migrated 19/10/2017,http://www.mioskincare.es,Retail & Shopping,Unknown,3256,Colombia - 100.00,,,,,9817240,266445,
Nisbets DE: Migrated 03/08/2017,http://www.nisbets.de,Retail & Shopping,Business_and_Industry/Marketing_and_Advertising,42320,Germany - 97.99,Austria - 2.01,,,,1582191,115220,19131
Nisbets BE: Migrated 03/08/2017,http://www.nisbets.be,Retail & Shopping,Business_and_Industry,52868,Belgium - 96.62,Bulgaria - 1.88,France - 1.51,,,924517,11831,104402
Qi-2 DE - migrated,http://www.qi-2.com,Retail & Shopping,Health/Products_and_Shopping,54104,Germany - 89.03,Austria - 5.87,Switzerland - 3.75,Canada - 1.35,,1430718,94820,3657
Mass SE: MIgrated 17/10/2017,http://www.massfi.se,Retail & Shopping,Unknown,11860,Sweden - 51.31,Germany - 36.39,Denmark - 12.30,,,14273833,284153,
Zaful DE: Migrated 11/01/2018,http://de.zaful.com,Retail & Shopping,Unknown,713150,Germany - 93.30,Ukraine - 1.52,Switzerland - 0.71,United States - 0.71,Russian Federation - 0.51,,,
Michael Kors CH: Migrated 09/11/2017,http://www.michaelkors.ch,Retail & Shopping,Business_and_Industry/Marketing_and_Advertising,42662,Switzerland - 92.56,Bulgaria - 4.78,Albania - 1.56,Indonesia - 0.52,Ukraine - 0.34,1151959,13719,12874
BullGuard DE - migrated,http://www.bullguard.com,"Telco's & Services",Computer_and_Electronics/Computer_Security,2563298,United Kingdom - 23.80,Germany - 13.77,United States - 8.57,Netherlands - 6.63,Belgium - 4.34,60674,12755,68
Zapals FR,http://www.zapals.com,Retail & Shopping,Shopping,1756901,United States - 16.12,Poland - 14.30,Spain - 8.91,Australia - 6.64,France - 5.97,87406,60235,6260
Tirendo ES: Migrated 03/11/2017,http://www.tirendo.es,Retail & Shopping,Business_and_Industry,41946,Spain - 88.27,Chile - 6.24,Mexico - 5.49,,,2031083,89741,270905
Razer DE - migrated,http://www.razerzone.com,Retail & Shopping,Computer_and_Electronics/Computer_Hardware,1904474,China - 41.08,United States - 15.75,Germany - 3.21,Singapore - 3.20,United Kingdom - 3.19,73411,20474,105
Supermercato24 IT,http://www.supermercato24.it,Retail & Shopping,Shopping/Clothing,347906,Italy - 94.97,United Kingdom - 1.22,Germany - 0.79,Poland - 0.56,Netherlands - 0.43,182628,4680,2472
Idealo ES: Migrated 08/11/2017,http://www.idealo.es,Retail & Shopping,Business_and_Industry,3895668,Spain - 83.67,Venezuela - 1.95,Germany - 1.75,Portugal - 1.11,France - 0.86,30785,769,1785
123 Pecas Auto PT: Migrated 20/12/2017,http://www.123pecas-auto.pt,Retail & Shopping,Unknown,32966,Portugal - 94.24,Spain - 2.54,Switzerland - 2.39,Cape Verde - 0.84,,1337188,12925,
Autoonderdelen Direct BE: Migrated 20/12/2017,http://www.autoonderdelen-direct.be,Retail & Shopping,Unknown,5443,Belgium - 100.00,,,,,6772296,129383,
PaulCamper DE - migrated,http://www.paulcamper.com,Travel,Autos_and_Vehicles/Automotive_Industry,2211,Netherlands - 41.30,Germany - 31.71,Greece - 26.99,,,8567943,972273,22219
123bildelar SE: Migrated 20/12/2017,http://www.123bildelar.se,Retail & Shopping,Unknown,30210,Sweden - 100.00,,,,,1080803,17642,
Pieces Auto 24 BE: Migrated 21/12/2017,http://www.pieces-auto24.be,Retail & Shopping,Unknown,11992,Belgium - 82.84,France - 14.61,Algeria - 2.55,,,4820493,92012,
12 Bildeler NO: Migrated 20/12/2017,http://www.123bildeler.no,Retail & Shopping,,,,,,,,,,
Auton Varosat 24 FI: Migrated 21/12/2017,http://www.auton-varaosat24.fi,Retail & Shopping,Unknown,10576,Finland - 100.00,,,,,4376186,45240,
Binck FR,http://www.binck.fr,Finance & Insurance,Finance/Investing,799366,France - 94.20,United States - 0.71,Belgium - 0.63,Colombia - 0.46,Luxembourg - 0.41,100688,3885,462
Motea DE - migrated,http://www.motea.com,Retail & Shopping,Food_and_Drink,734974,Germany - 40.25,France - 12.58,Italy - 10.34,Netherlands - 6.36,Spain - 5.61,113605,12901,1315
Missguided DE: Migrated 01/12/2017,https://www.missguided.com,Retail & Shopping,Shopping/Clothing,1909726,Poland - 35.32,Ireland - 16.72,Germany - 11.61,Spain - 9.31,United States - 7.84,46304,2789,667
ShopWKI IT,http://shop.wki.it,Retail & Shopping,Business_and_Industry,292576,Italy - 97.05,Germany - 1.14,United Kingdom - 0.52,Brazil - 0.49,Spain - 0.28,286441,7462,25966
Quelle Energie FR,http://www.quelleenergie.fr,"Telco's & Services",Business_and_Industry,1937624,France - 90.62,Switzerland - 2.33,Belgium - 1.54,Morocco - 0.90,Tunisia - 0.49,66449,2474,4476
Apollon Hochschule DE - migrated,http://www.apollon-hochschule.de,"Telco's & Services",Career_and_Education/Education,106928,Germany - 92.92,Austria - 1.80,Switzerland - 1.32,Portugal - 1.04,Sweden - 0.70,739049,46051,21269
JD Sports SE: Migrated 04/09/2017,http://www.jdsports.se,Retail & Shopping,Unknown,498343,Sweden - 95.57,United Kingdom - 1.07,France - 0.97,Norway - 0.39,Germany - 0.32,129564,1261,
Lilysilk IT: Migrated 04/09/2017,http://www.lilysilk.com,Retail & Shopping,Business_and_Industry/Textiles_and_Nonwovens,468293,United States - 32.53,France - 9.34,United Kingdom - 8.99,Germany - 8.70,Canada - 7.95,209680,119111,22
JD Sports BE: Migrated 04/09/2017,http://www.jdsports.be,Retail & Shopping,Unknown,263776,Belgium - 90.50,Netherlands - 3.48,France - 1.76,United States - 1.09,Spain - 0.71,218769,1956,
Expedia.ch: Migrated 10/10/2017,http://www.expedia.ch,Travel,Travel,596700,Switzerland - 88.45,Germany - 3.04,France - 1.99,Liechtenstein - 1.32,United States - 1.16,156726,1140,3187
Zalando Privé IT,https://www.zalando-prive.it,Retail & Shopping,Shopping,4005833,Italy - 96.96,France - 1.00,Ukraine - 0.41,Germany - 0.24,Ireland - 0.17,19847,431,1558
Flinders DE - migrated,http://www.flinders.de,Retail & Shopping,Internet_and_Telecom/Web_Design,88058,Germany - 80.19,Switzerland - 8.68,Netherlands - 5.61,Austria - 3.38,Spain - 1.06,820213,54417,567
Michael Kors DE: Migrated 09/11/2017,http://www.michaelkors.de,Retail & Shopping,Arts_and_Entertainment,433387,Germany - 87.85,Switzerland - 1.63,Netherlands - 1.46,Bulgaria - 1.36,Poland - 1.26,212653,12049,16362
JD Sports DK: Migrated 04/09/2017,http://www.jdsports.dk,Retail & Shopping,Unknown,274484,Denmark - 96.95,Germany - 1.10,United Kingdom - 0.58,Faroe Islands - 0.38,Norway - 0.36,201531,1104,
seeberger DE - migrated,http://shop.seeberger.de,Retail & Shopping,Unknown,48436,Germany - 91.13,Switzerland - 3.51,United States - 2.74,Austria - 2.12,Russian Federation - 0.50,1244738,84342,
Style-home DE - migrated,https://www.style-home.de,Retail & Shopping,Shopping,21450,Germany - 69.91,Austria - 19.34,Serbia - 10.75,,,3048279,227948,203767
autosen DE - migrated,http://autosen.com,Retail & Shopping,Autos_and_Vehicles,116000,Germany - 44.55,Italy - 16.36,Austria - 10.24,Netherlands - 7.62,France - 6.92,774304,162891,14459
Lola Market ES,http://lolamarket.com,Retail & Shopping,Unknown,167697,Spain - 95.15,Argentina - 2.74,United States - 0.57,United Kingdom - 0.55,Peru - 0.37,320588,8311,
Game Looting DE - migrated,http://www.wow-looting.com,"Telco's & Services",,,,,,,,,,
Michael Kors ES: Migrated 09/11/2017,https://www.michaelkors.es,Retail & Shopping,Arts_and_Entertainment,433097,Spain - 84.83,Argentina - 3.20,Mexico - 2.79,Chile - 2.02,Ecuador - 1.46,225708,6277,17298
SeguroMovil ES Migrated 21/06/2018,http://www.seguromovil.com,Finance & Insurance,Unknown,63137,Spain - 93.93,Dominican Republica - 3.85,Argentina - 2.22,,,1133681,37076,
Michael Kors IT: Migrated 09/11/2017,http://www.michaelkors.it,Retail & Shopping,Arts_and_Entertainment,504352,Italy - 90.26,United States - 1.41,Greece - 0.95,Spain - 0.85,Slovakia - 0.77,197897,5520,15261
NMBS Europe BE,http://www.b-europe.com,Travel,Business_and_Industry,2595698,Belgium - 51.14,Netherlands - 11.84,France - 9.99,United States - 3.79,Denmark - 3.71,38515,416,2365
SizeOfficial DE: Migrated 06/09/2017,http://www.sizeofficial.de,Retail & Shopping,Unknown,293102,Germany - 87.36,China - 2.41,France - 2.10,Austria - 2.02,Ireland - 0.85,247369,14055,
AllBeauty.com AU,http://www.allbeauty.com,Retail & Shopping,Beauty_and_Fitness/Beauty,2428679,United Kingdom - 65.95,United States - 5.46,Norway - 2.68,France - 2.54,Latvia - 1.87,40871,2207,42
Kletterbude DE - migrated,http://www.kletterbude.de,Retail & Shopping,Shopping,35246,Germany - 85.81,Switzerland - 3.50,Taiwan - 2.82,France - 2.65,Austria - 2.33,1431761,100019,99338
BudgetAir ES: Migrated 29/01/2018,http://www.budgetair.es,Travel,Travel/Accommodation_and_Hotels,280869,Spain - 72.58,Venezuela - 4.49,Mexico - 4.35,United States - 4.17,Brazil - 1.98,244280,8153,1123
Mister Spex ES - migrated,http://www.misterspex.es,Retail & Shopping,Shopping/Jewelry,206713,Spain - 70.48,Mexico - 8.60,Colombia - 4.78,Chile - 2.72,Ecuador - 2.32,371061,13017,751
Mydisplays DE/AT - migrated,http://www.mydisplays.net,Retail & Shopping,Unknown,83183,Germany - 84.07,Switzerland - 3.93,France - 3.08,Austria - 2.38,Chile - 1.55,759326,54437,
Body & Fit DE - migrated,http://www.bodyandfit.de,Retail & Shopping,Unknown,469371,Germany - 89.94,Austria - 5.98,Switzerland - 0.96,Bulgaria - 0.79,Netherlands - 0.72,185267,9434,
Masters DE - migrated,http://www.masters.de,Retail & Shopping,Business_and_Industry,11613,Germany - 100.00,,,,,3598395,404572,526178
HELBRECHT optics DE - migrated,http://helbrecht.com,Retail & Shopping,Sports,67386,Germany - 92.19,Spain - 2.55,Switzerland - 1.77,Belgium - 1.35,Austria - 0.92,642309,40082,11688
Mahnbescheide DE - migrated,http://www.mahnbescheide.de,Finance & Insurance,Finance/Financial_Management,16156,Germany - 100.00,,,,,4235738,357742,12697
Kleinmetall DE - migrated,http://www.kleinmetall.de,Retail & Shopping,Shopping,121501,Germany - 85.47,Switzerland - 3.30,Croatia - 2.69,Austria - 1.78,China - 1.61,603915,35343,42317
VegaooParty IT,http://www.vegaooparty.it,Retail & Shopping,Unknown,427163,Italy - 96.19,Poland - 1.00,United States - 0.62,United Kingdom - 0.62,Sweden - 0.53,283307,7828,
PNO inkasso DE - migrated,http://www.pno-inkasso.de,Finance & Insurance,,,,,,,,,,
Herthashop DE - migrated,http://www.herthashop.de,Retail & Shopping,Shopping,117719,Germany - 78.66,United Kingdom - 7.09,Poland - 4.78,Austria - 2.09,Switzerland - 1.77,440092,29673,30963
eDreams NL: Migrated 15/01/2018,http://nl.edreams.com,Travel,Unknown,465803,Netherlands - 68.87,Belgium - 16.40,Bulgaria - 5.66,United Kingdom - 1.96,Germany - 1.27,,,
eDreams AU: Migrated 15/01/2018,http://au.edreams.com,Travel,Unknown,16810,Australia - 93.49,India - 6.51,,,,,,
Ondis24 DE - migrated,http://www.ondis24.com,Retail & Shopping,Shopping,33512,Germany - 80.22,Poland - 11.36,Austria - 6.07,Belgium - 1.97,Ukraine - 0.39,1250828,99928,86591
Wayfair DE - migrated,http://www.wayfair.de,Retail & Shopping,Food_and_Drink/Cooking_and_Recipes,7891121,Germany - 95.58,Austria - 1.12,Switzerland - 0.62,Poland - 0.45,Serbia - 0.32,10558,363,41
mein Kalender DE - migrated,http://www.mein-kalender.com,Retail & Shopping,Shopping,7115,Germany - 100.00,,,,,3696588,504580,241184
BudgetAir IT: Migrated 29/01/2018,http://www.budgetair.it,Travel,Travel/Tourism,137909,Italy - 83.94,France - 1.76,Brazil - 1.46,Slovenia - 1.30,United Kingdom - 1.22,400408,17969,4458
Crucial DE - migrated,http://www.crucial.de,Retail & Shopping,Shopping,587566,Germany - 85.97,Austria - 7.41,Switzerland - 2.63,Brazil - 1.01,United States - 0.28,180051,9418,12625
Koffer-Umlandt DE - migrated,http://www.koffer-umlandt.de,Retail & Shopping,Shopping,23358,Germany - 90.62,Netherlands - 9.38,,,,2547262,163758,173153
markenbaumarkt24 DE - migrated,http://markenbaumarkt24.de,Retail & Shopping,Shopping,204584,Germany - 95.01,Switzerland - 0.90,Sweden - 0.63,Poland - 0.62,France - 0.56,425035,23435,29922
Aosom DE - migrated,http://www.aosom.de,Retail & Shopping,Unknown,265361,Germany - 85.35,Austria - 5.39,Greece - 3.83,Spain - 1.87,Switzerland - 1.48,374698,21418,
Fineway DE - migrated,http://www.fineway.de,Travel,Unknown,170446,Germany - 81.79,Austria - 5.68,Switzerland - 4.95,Philippines - 2.91,United Kingdom - 2.04,539460,37733,
Lucera ES - Migrated 01.04.2018,http://lucera.es,"Telco's & Services",Unknown,478585,Spain - 84.70,Mexico - 3.90,Colombia - 2.33,Venezuela - 2.26,Argentina - 1.89,228867,6384,
Lebara ES,http://www.lebara.es,"Telco's & Services",Internet_and_Telecom/Telecommunications,154843,Spain - 80.31,Netherlands - 19.69,,,,726116,31778,4072
Onepiece DE: Migrated 03/08/2017,http://www.onepiece.com,Retail & Shopping,Shopping/Clothing,403571,Germany - 17.57,United States - 14.58,Norway - 11.55,United Kingdom - 8.26,Belgium - 5.16,195047,53626,2615
Informatique NL - migrated,http://www.informatique.nl,Retail & Shopping,Shopping/Consumer_Electronics,870713,Netherlands - 93.84,Belgium - 3.33,France - 0.53,United Kingdom - 0.41,United States - 0.22,88584,1231,657
A-ROSA Flussschiff GmbH - migrated,http://www.a-rosa.de,Travel,Travel,308480,Germany - 95.19,Russian Federation - 1.33,Poland - 0.67,United Kingdom - 0.57,Belgium - 0.51,336063,18730,6870
AUTO BILD DE - migrated,http://www.autobild.de,"Telco's & Services",Autos_and_Vehicles/Automotive_News,18684783,Germany - 80.42,Switzerland - 4.58,Austria - 3.80,Poland - 1.41,Netherlands - 0.87,3776,168,3
Apfelkistendirekt DE - migrated,http://apfelkistendirekt.de,Retail & Shopping,Unknown,3927,Germany - 84.93,Austria - 15.07,,,,9224784,735918,
Cocopanda DE - migrated,http://www.cocopanda.de,Retail & Shopping,Unknown,200973,Germany - 89.95,Austria - 4.21,Russian Federation - 1.36,Norway - 1.06,China - 0.84,324585,17461,
Sennheiser DE - migrated,http://de-de.sennheiser.com,Retail & Shopping,Unknown,606278,Germany - 83.76,Switzerland - 3.83,Austria - 3.19,United States - 0.89,France - 0.72,,,
Deutsche Glasfaser DE - migrated,http://www.deutsche-glasfaser.de,"Telco's & Services",Pets_and_Animals/Pets,1007629,Germany - 98.65,Switzerland - 0.42,Luxembourg - 0.27,Czech Republic - 0.14,France - 0.10,95154,3953,74
GYMJUNKY DE - migrated,http://www.gymjunky.com,Retail & Shopping,Sports/Martial_Arts,44339,Germany - 79.15,United Kingdom - 6.13,Austria - 4.40,Bulgaria - 3.60,Spain - 1.76,1221149,76369,734
Die moderne Hausfrau CH - migrated,http://www.moderne-hausfrau.ch,Retail & Shopping,Travel/Accommodation_and_Hotels,106741,Switzerland - 94.46,France - 4.42,Germany - 1.13,,,441725,3893,2120
Computer BILD DE - migrated,http://www.computerbild.de,"Telco's & Services",News_and_Media/Technology_News,59214306,Germany - 87.73,Austria - 4.34,Switzerland - 3.43,Spain - 0.59,Netherlands - 0.43,1273,47,11
Vegaoo ES,http://www.vegaoo.es,Retail & Shopping,Shopping/Clothing,511484,Spain - 51.65,Mexico - 13.90,Argentina - 11.81,Colombia - 5.41,Peru - 2.60,339865,12670,4194
ASS.PE.R.R IT,http://www.assperr.it,Retail & Shopping,Adult,59951,Italy - 94.40,France - 2.09,United States - 1.54,Austria - 1.48,Russian Federation - 0.49,1084501,32662,35448
Schuhe24 DE migrated 30.01.2018,http://www.schuhe24.de,Retail & Shopping,Shopping,444342,Germany - 89.24,Austria - 2.10,Switzerland - 1.33,Italy - 1.32,Lithuania - 1.05,146095,7160,10294
Rosetta Stone IT,http://www.rosettastone.it,"Telco's & Services",Business_and_Industry,27076,Italy - 54.59,Switzerland - 25.93,Portugal - 8.60,562 - 4.25,Tanzania - 2.72,2187297,141571,295700
Modanisa DE,https://www.modanisa.com,Retail & Shopping,Shopping/Clothing,13297715,Turkey - 67.25,United States - 7.02,United Kingdom - 5.43,France - 3.54,Germany - 2.99,5792,243,62
RedZilla DE - migrated,http://www.redzilla.de,Retail & Shopping,Health/Products_and_Shopping,83106,Germany - 91.34,Switzerland - 2.38,France - 1.94,Spain - 1.70,Austria - 1.66,944782,61479,2431
SCDKey DE - migrated,http://de.scdkey.com,Retail & Shopping,Unknown,68742,Germany - 90.95,Austria - 4.88,Switzerland - 1.82,France - 1.18,Italy - 0.64,,,
Abracar DE - migrated,http://www.abracar.de,Retail & Shopping,Unknown,454137,Germany - 94.09,Turkey - 0.91,Bulgaria - 0.71,Croatia - 0.53,France - 0.52,191952,10454,
Vitavitee DE - migrated,http://www.vitavitee.de,Retail & Shopping,Business_and_Industry,3393,Germany - 53.40,Estonia - 37.24,Russian Federation - 9.36,,,6916638,516359,1077197
Momondo BE: Closed 18.06.2018,http://www.momondo.be,Travel,Home_and_Garden/Nursery_and_Playroom,401964,Belgium - 91.60,France - 1.56,Netherlands - 1.38,United States - 0.87,Chile - 0.81,118521,886,106
Momondo DK: Closed 18.06.2018,http://www.momondo.dk,Travel,Travel,2713276,Denmark - 86.02,Greenland - 1.82,United Kingdom - 1.65,France - 0.98,Germany - 0.91,23091,79,491
Momondo IT: Closed 18.06.2018,http://momondo.it,Travel,Home_and_Garden/Nursery_and_Playroom,1569200,Italy - 84.48,Germany - 2.34,France - 1.44,United Kingdom - 1.14,Czech Republic - 1.11,47205,1335,36
Jacques Lemans DE - migrated,http://www.jacques-lemans.com,Retail & Shopping,Shopping/Jewelry,112212,Germany - 24.12,Austria - 15.45,Lithuania - 9.64,Romania - 6.09,Sweden - 4.69,551232,85851,1105
Momondo NL: Closed 18.06.2018,http://www.momondo.nl,Travel,Travel,542248,Netherlands - 80.60,Belgium - 4.42,Germany - 4.40,Bulgaria - 2.36,United Kingdom - 1.52,102602,1733,2119
Momondo AU: Closed 18.06.2018,http://www.momondo.au,Travel,,,,,,,,,,
Momondo RU: Closed 18.06.2018,http://www.momondo.ru,Travel,Travel,3500796,Russian Federation - 65.94,Germany - 3.26,Ukraine - 2.20,Israel - 1.78,Bulgaria - 1.57,20680,1612,446
Momondo PT: Closed 18.06.2018,http://www.momondo.pt,Travel,Travel/Tourism,1780326,Portugal - 85.33,Switzerland - 2.02,United Kingdom - 1.82,Germany - 1.14,Brazil - 1.07,36694,209,327
Onepiece NO: Migrated 03/08/2017,http://www.onepiece.no,Retail & Shopping,,,,,,,,,,
Die moderne Hausfrau AT - migrated,http://www.moderne-hausfrau.at,Retail & Shopping,Business_and_Industry,133109,Austria - 94.62,United Kingdom - 2.47,Switzerland - 1.68,Germany - 1.23,,393720,2532,38043
Exante Diet IT: Migrated 19/10/2017,http://www.dietaexante.it,Retail & Shopping,Health/Nutrition,87066,Italy - 80.64,Switzerland - 18.81,Ukraine - 0.54,,,483458,24647,204
