Name,URL,Category,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
Hotelsbyday.com,https://www.hotelsbyday.com,Travel and holidays,Internet_and_Telecom/Search_Engine,183272,United States - 58.93,Canada - 15.87,United Kingdom - 7.87,Switzerland - 3.90,Brazil - 2.83,238014,199028,1296
Hotelesglobales.com,https://www.hotelesglobales.com,Travel and holidays,Travel/Accommodation_and_Hotels,227485,Spain - 55.65,United Kingdom - 15.11,France - 6.14,Congo Republic - 3.28,Belgium - 3.02,377180,18960,1789
HotelesDunas.com,https://www.hotelesdunas.com,Travel and holidays,Travel/Accommodation_and_Hotels,120238,Spain - 49.04,Germany - 21.68,Poland - 10.57,France - 5.89,Switzerland - 4.70,640822,40635,3232
Hotelxcaret.com,https://www.hotelxcaret.com,Travel and holidays,Travel/Accommodation_and_Hotels,1218100,United States - 41.95,Mexico - 40.37,Canada - 5.45,Ecuador - 1.71,Colombia - 1.57,115797,43515,495
HTopHotels.com,http://www.htophotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,134895,Spain - 32.08,France - 16.65,Netherlands - 10.36,United Kingdom - 10.34,Russian Federation - 9.63,644983,39079,3258
Iamsterdam.com,http://www.iamsterdam.com,Travel and holidays,Travel/Tourism,2714639,Netherlands - 32.30,United Kingdom - 13.78,United States - 9.59,Germany - 6.94,France - 3.45,47978,1856,445
Hotelsviva.com,https://www.hotelsviva.com,Travel and holidays,Travel/Accommodation_and_Hotels,119384,Spain - 47.84,Germany - 14.65,United Kingdom - 6.38,Ireland - 3.65,Brazil - 2.62,524331,47885,2576
Iberostar.com,https://www.iberostar.com,Travel and holidays,Travel/Accommodation_and_Hotels,2869999,United States - 17.59,Spain - 13.22,Germany - 10.50,Canada - 6.51,United Kingdom - 6.23,47069,39768,185
Insjo.com,http://www.insjo.com,Fashion and jewelry,Shopping/Clothing,7004,United States - 100.00,,,,,5392312,5930867,40361
Ibacar.com,https://www.ibacar.com,Travel and holidays,Travel/Tourism,3090,Spain - 93.27,Russian Federation - 6.73,,,,10186714,594846,89114
Interhome.co.uk,http://www.interhome.co.uk,Travel and holidays,Travel/Accommodation_and_Hotels,67618,United Kingdom - 89.31,Latvia - 3.75,Spain - 2.54,Canada - 1.21,Ukraine - 1.17,458227,28496,2218
JBL UK,https://uk.jbl.com,Household appliances,Unknown,390554,United Kingdom - 62.34,United States - 3.96,Poland - 3.22,India - 2.36,Portugal - 1.94,,,
Intergardshop.co.uk,https://www.intergardshop.co.uk,Home and garden,Unknown,8622,Netherlands - 39.04,United Kingdom - 33.60,Germany - 17.25,Russian Federation - 10.11,,4125754,622184,
Jetairways.com ,https://www.jetairways.com,Travel and holidays,Travel/Airlines_and_Airports,5626210,India - 58.02,United Kingdom - 7.71,United States - 6.78,United Arab Emirates - 5.79,Canada - 3.26,19610,1786,93
Jaresortshotels.com ,https://www.jaresortshotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,112649,United Arab Emirates - 48.64,United Kingdom - 16.62,Russian Federation - 3.78,India - 3.10,Saudi Arabia - 2.72,848756,9696,4357
J. LINDEBERG UK,https://www.jlindeberg.com,Fashion and jewelry,Shopping/Clothing,179534,Sweden - 37.10,United Kingdom - 8.29,Netherlands - 7.52,Germany - 6.25,Norway - 5.91,380551,19665,4604
Joblift.co.uk,https://joblift.co.uk,Personal internet services,Unknown,2172575,United Kingdom - 74.59,United States - 2.57,Germany - 2.05,South Africa - 1.74,Australia - 1.69,51717,2259,
Joccashop.com,http://www.joccashop.com,Home and garden,Unknown,42716,Spain - 76.93,Portugal - 16.35,France - 6.72,,,1239556,86377,
JetwingHotels.com,http://www.jetwinghotels.com,Travel and holidays,Travel,181998, - 43.08,United Kingdom - 16.42,United States - 6.68,New Zealand - 5.73,India - 4.65,440357,1729,8893
JUNAROSE UK,https://www.junarose.com,Fashion and jewelry,Shopping/Clothing,166859,Brazil - 26.06,Germany - 21.00,Denmark - 10.21,Norway - 8.59,Sweden - 6.41,412614,322776,4992
JSHotels.com,http://www.jshotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,27875,Germany - 41.95,Romania - 15.62,Spain - 14.88,United Kingdom - 9.58,Netherlands - 6.93,1402988,345786,8195
Keengardener.co.uk,https://www.keengardener.co.uk,Home and garden,Shopping/Home_and_Garden,94795,United Kingdom - 85.30,United States - 3.05,Ireland - 2.50,Sweden - 2.42,Spain - 1.44,772964,55586,3713
Komodo.co.uk,https://www.komodo.co.uk,Fashion and jewelry,Shopping/Clothing,78807,United Kingdom - 79.00,Ireland - 2.50,Netherlands - 2.28,Germany - 2.15,Switzerland - 1.76,892406,69206,9367
Lamangaclub.com,https://lamangaclub.com,Travel and holidays,Sports,238658,Spain - 48.09,United Kingdom - 20.57,Netherlands - 6.39,United States - 3.34,Belgium - 2.76,534022,62911,9684
Keytours.gr,https://www.keytours.gr,Travel and holidays,Travel/Tourism,24227,Greece - 40.11,United States - 25.81,India - 6.41,Canada - 5.09,Slovenia - 3.99,1532057,40785,16597
Lampandlight.co.uk,http://www.lampandlight.co.uk,Home and garden,Shopping/Home_and_Garden,117835,United Kingdom - 88.33,United States - 2.60, - 2.17,Poland - 1.25,Turkey - 1.03,573452,37923,2658
Lastminutetravel.com,https://www.lastminutetravel.com,Travel and holidays,Travel/Tourism,557329,United States - 72.09,Canada - 5.99,Colombia - 2.39,Spain - 1.47,Brazil - 1.38,178000,45033,1819
Lampandlight.ie,https://www.lampandlight.ie,Home and garden,Unknown,70155,Ireland - 95.20,Bulgaria - 3.82,Egypt - 0.56,Ukraine - 0.42,,627752,4355,
Laviish.com,https://www.laviish.com,Health and beauty,Unknown,357,Belgium - 100.00,,,,,26909220,685251,
Letsferry.gr,https://www.letsferry.gr,Travel and holidays,Unknown,237035,Greece - 29.20,United States - 7.25,France - 6.74,Italy - 5.89,Ireland - 4.34,251869,4715,
LibertyCharms.co.uk,https://libertycharms.co.uk,Fashion and jewelry,Unknown,35808,United Kingdom - 90.03,Australia - 9.97,,,,2068259,212013,
Libertytrading.co.uk,https://www.libertytrading.co.uk,Gifts and gadgets,Shopping/Music,400,,,,,,,,
Lifeboxfood.com,https://www.lifeboxfood.com,Food and beverages,Food_and_Drink/Restaurants_and_Delivery,6133,United Kingdom - 67.86,United States - 12.90,Germany - 8.97,Philippines - 6.55,Ghana - 3.72,7693694,1084452,55727
Lightspeedhq.co.uk,https://www.lightspeedhq.co.uk,Professional services,Unknown,37669,United Kingdom - 85.14,Netherlands - 6.42,Greece - 2.34,India - 1.57,United States - 1.46,1709224,140494,
Linkwordlanguages.com,http://www.linkwordlanguages.com,Personal internet services,Career_and_Education/Education,4970,Brazil - 30.59,India - 21.75,Turkey - 14.66,United States - 10.07,Germany - 9.75,6592419,515331,152134
Lol.travel/gb,https://www.lol.travel,Travel and holidays,Business_and_Industry/Marketing_and_Advertising,697025,Italy - 25.70,United States - 19.31,France - 7.16,United Kingdom - 6.28,Spain - 5.24,162249,13333,1076
Lopesan.com,https://www.lopesan.com,Travel and holidays,Travel/Accommodation_and_Hotels,449575,Spain - 37.53,Germany - 18.74,United Kingdom - 9.30,France - 4.54,Netherlands - 4.14,198599,10299,898
Lureaux.co.uk,https://www.lureaux.co.uk,Fashion and jewelry,Unknown,26987,Japan - 100.00,,,,,5623158,2966597,
Loyaltifootwear.com,http://www.loyaltifootwear.com,Fashion and jewelry,Unknown,37319,United Kingdom - 24.80,Guernsey - 23.10,Brazil - 16.99,Namibia - 14.31,Italy - 9.83,3156579,520467,
Maisondechoup.co.uk,https://maisondechoup.co.uk,Fashion and jewelry,Unknown,992,United Kingdom - 100.00,,,,,12833264,1184393,
Mamaison.com,https://www.mamaison.com,Travel and holidays,Travel/Accommodation_and_Hotels,15507,Russian Federation - 33.32,Poland - 18.54,Belgium - 10.76, - 10.46,Switzerland - 10.14,3067051,914935,25827
MAMALICIOUS UK,https://www.mamalicious.com,Fashion and jewelry,Home_and_Garden/Nursery_and_Playroom,196869,United Kingdom - 28.48,Germany - 15.21,France - 9.10,Netherlands - 7.37,Denmark - 6.38,268781,147284,241
magazine.co.uk,https://www.magazine.co.uk,"Books, papers and magazines",News_and_Media/Magazines_and_E-Zines,340141,United Kingdom - 76.26,United States - 6.10,Australia - 1.36,Viet Nam - 1.18,Slovakia - 1.10,277514,24718,656
MamaShelter.com,https://www.mamashelter.com,Travel and holidays,Travel/Accommodation_and_Hotels,266140,France - 52.01,United States - 14.90,Czech Republic - 6.59,United Kingdom - 4.65,Belgium - 4.15,305478,21938,1421
MarConfort.com,https://en.marconfort.com,Travel and holidays,Unknown,54510,United Kingdom - 92.59,Denmark - 7.41,,,,,,
MarHotels.com,https://www.marhotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,85093,Spain - 41.17,United Kingdom - 27.89,Portugal - 7.89,Germany - 7.22,Argentina - 4.77,896096,63810,4637
MegaCasino.com - Cashback,http://www.megacasino.com,Lottery and gaming,Gambling/Casinos,197014,Germany - 65.91,Canada - 12.64,Bulgaria - 3.71,Netherlands - 3.56,United Kingdom - 2.40,437922,51030,393
MagicVision.eu,https://www.magicvision.eu,Household appliances,Unknown,19184,United Kingdom - 66.68,Greece - 12.11,New Zealand - 8.74,Italy - 6.38,Germany - 6.09,4157927,747536,
Millenniumhotels.com,https://www.millenniumhotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,1314722,United States - 24.43,United Kingdom - 17.16,New Zealand - 10.22,Singapore - 9.61,United Arab Emirates - 6.03,97810,75239,420
MegaCasino.com,http://www.megacasino.com,Lottery and gaming,Gambling/Casinos,197014,Germany - 65.91,Canada - 12.64,Bulgaria - 3.71,Netherlands - 3.56,United Kingdom - 2.40,437922,51030,393
Minifridge.co.uk,http://www.minifridge.co.uk,Household appliances,Business_and_Industry,65637,United Kingdom - 81.23,India - 5.45,Sweden - 4.50,Norway - 4.45,Netherlands - 2.49,1346348,102973,164690
Mokhado.com,https://mokhado.com,Food and beverages,Arts_and_Entertainment/TV_and_Video,738,Germany - 82.50,Italy - 17.50,,,,15272961,1644125,46486
Mövenpick-hotels.com,https://www.movenpick.com,Travel and holidays,Food_and_Drink/Restaurants_and_Delivery,833026,Turkey - 8.46,Germany - 8.38,Egypt - 7.89,Switzerland - 6.28,United States - 5.94,148303,38454,455
momondo.co.uk,http://www.momondo.co.uk,Travel and holidays,Travel/Tourism,2571420,United Kingdom - 70.23,Hungary - 8.87,Malawi - 2.62,United States - 1.20,Czech Republic - 1.09,26774,1460,232
Mrbeachwear.com,http://www.mrbeachwear.com,Fashion and jewelry,Shopping/Clothing,4134,Italy - 83.39,France - 16.61,,,,5584614,195512,41356
MummyAndLittleMe.co.uk,https://www.mummyandlittleme.co.uk,Baby & Kids,Shopping/Clothing,35514,United Kingdom - 74.31,France - 22.10,Pakistan - 3.59,,,1613652,146100,15779
MurHotels.com,https://www.murhotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,40107,Germany - 44.24,Spain - 15.07,Colombia - 10.57,Belgium - 7.89,France - 7.75,1862256,694541,12250
MySphereOfLife.com,http://www.mysphereoflife.com,Fashion and jewelry,,,,,,,,,,
Mytrendyphone.co.uk,http://www.mytrendyphone.co.uk,Telecommunication,Shopping/Consumer_Electronics,219724,United Kingdom - 83.97,Croatia - 1.40,Slovakia - 1.11,Finland - 1.03,United Arab Emirates - 1.02,411998,25966,2684
NAME IT UK,https://www.nameit.com,Fashion and jewelry,Shopping/Clothing,544035,Denmark - 15.42,Netherlands - 13.93,Germany - 13.16,Norway - 12.67,Belgium - 6.32,149809,5024,2101
Newchic.com,https://www.newchic.com,Fashion and jewelry,Shopping,17043126,United States - 26.85,France - 6.28,Germany - 4.91,United Kingdom - 4.15,Canada - 2.83,6196,3981,519
Nightly.travel,https://nightly.travel,Travel and holidays,Unknown,10709,United Kingdom - 27.99,France - 21.61,Portugal - 11.98,Brazil - 9.28,Australia - 5.61,3228579,551631,
Nnhotels.com,https://www.nnhotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,8827,Spain - 53.97,Canada - 18.25,Poland - 14.25,Greece - 12.45,Russian Federation - 1.08,4000459,275742,38012
No1ejuice.com,http://www.no1ejuice.com,Health and beauty,Shopping,220186,United Kingdom - 66.84,Poland - 7.44,United States - 4.15,Italy - 2.12,Romania - 1.97,393999,27625,27737
Oakshotels.com,https://www.oakshotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,269066,Australia - 74.36,New Zealand - 7.23,United Kingdom - 4.56,India - 2.28,United States - 1.60,411511,11596,1953
Noisy May UK,https://www.noisymay.com,Fashion and jewelry,Shopping/Clothing,102353,United Kingdom - 18.99,Germany - 16.29,France - 8.56,Netherlands - 8.03,United States - 6.65,524099,138115,6123
Olahotels.com,https://www.olahotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,12795,Spain - 39.78,Turkey - 31.18,United Kingdom - 22.03,Indonesia - 3.96,Cambodia - 3.05,3328893,316570,29132
OliversBabyCare.co.uk,https://oliversbabycare.co.uk,Baby & Kids,Unknown,2496,United Kingdom - 100.00,,,,,3326237,307352,
OmanAir UK,https://www.omanair.com,Travel and holidays,Travel/Airlines_and_Airports,2645343, - 27.96,United Arab Emirates - 10.37,Saudi Arabia - 7.53,United Kingdom - 7.22,India - 5.62,30240,19,130
Oberoihotels.com,https://www.oberoihotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,243052,India - 34.63,United States - 21.24,United Kingdom - 9.73,United Arab Emirates - 6.16,France - 3.61,417834,37132,1990
ONLY & SONS UK,https://www.onlyandsons.com,Fashion and jewelry,Shopping/Clothing,244729,Netherlands - 25.63,Germany - 14.13,United Kingdom - 11.56,France - 6.59,Spain - 5.52,281097,16169,3599
ONYXHospitalityGroup,https://www.onyx-hospitality.com,Travel and holidays,Business_and_Industry,21889,Thailand - 25.80,Germany - 16.57,United States - 15.75,Taiwan - 5.25, - 4.27,3248060,81760,468344
Oxfordbiolabs.com,https://shop.oxfordbiolabs.com,Health and beauty,,,,,,,,,,
Oceaniahotels.co.uk,https://www.oceaniahotels.co.uk,Travel and holidays,Arts_and_Entertainment/Photography,18344,United States - 27.28,United Kingdom - 18.47,Poland - 15.08,Switzerland - 8.07,Canada - 7.90,2580239,3770131,7237
ParkVia.com,https://www.parkvia.com,Travel and holidays,Recreation_and_Hobbies/Outdoors,995691,Italy - 20.19,Spain - 10.92,Poland - 9.61,Germany - 8.90,France - 8.75,103762,8925,44
Personal-Art.me.uk,http://www.personal-art.me.uk,Art and living,Arts_and_Entertainment/Visual_Arts_and_Design,5904,Germany - 29.53,United Kingdom - 28.53,United States - 10.70,Spain - 7.11,Macedonia - 6.01,7709518,1369985,19280
Personalise.co.uk,http://www.personalise.co.uk,Gifts and gadgets,Shopping/Gifts,50037,United Kingdom - 96.30,Singapore - 1.97,Hong Kong - 1.73,,,999391,64985,339
Pestana.com,https://www.pestana.com,Travel and holidays,Travel/Accommodation_and_Hotels,584522,Portugal - 40.95,United Kingdom - 10.36,Brazil - 7.06,France - 6.07,United States - 5.81,168885,2870,743
Outdoorcanvas.co.uk,http://www.outdoorcanvas.co.uk,Art and living,Shopping,12292,Belgium - 36.03,United Kingdom - 30.95,Russian Federation - 21.25,China - 11.78,,3782983,749221,245981
Pickupflowers.com,https://www.pickupflowers.com,Flowers,Shopping/Flowers,230280,United States - 17.39,United Kingdom - 7.48,Spain - 7.44,France - 6.39,Russian Federation - 5.53,833351,660011,217
PIECES UK,https://www.pieces.com,Fashion and jewelry,Shopping,357360,Netherlands - 24.38,Germany - 20.04,Denmark - 19.28,France - 6.32,Ireland - 5.60,198029,14283,13905
Playasenator.com/en,https://www.playasenator.com,Travel and holidays,Travel/Accommodation_and_Hotels,411841,Spain - 77.79,Germany - 4.52,United Kingdom - 4.18,Portugal - 3.03,Poland - 1.36,215031,6548,980
Plaza Premium Lounge,https://www.plazapremiumlounge.com,Travel and holidays,Business_and_Industry,246862,United States - 14.26,Hong Kong - 13.25,Canada - 11.93,India - 11.64,United Kingdom - 9.38,369222,302988,35135
Plopsa.be,http://www.plopsa.be,Travel and holidays,Travel/Tourism,138592,Belgium - 74.07,Netherlands - 10.35,France - 4.62,United Kingdom - 3.88,Germany - 2.65,634935,11143,7031
Prinsotel.es,https://www.prinsotel.es,Travel and holidays,Travel/Accommodation_and_Hotels,64009,Germany - 47.74,Spain - 37.67,France - 3.55,Ecuador - 2.72,Ireland - 2.27,1084369,198874,5792
Postbeeld.com,http://www.postbeeld.com,Hobby and leisure time,Shopping/Antiques_and_Collectibles,147805,South Africa - 25.79,United States - 14.13,United Kingdom - 8.79,Romania - 7.12,Germany - 4.01,353273,24515,90
Protur-hotels.com,https://protur-hotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,105753,Germany - 32.21,Spain - 31.46,United Kingdom - 13.55,Ireland - 3.41,Belgium - 3.26,813199,174981,4157
Qatar Airways UK,https://www.qatarairways.com,Travel and holidays,Travel/Airlines_and_Airports,17878317,Qatar - 21.15,United States - 12.08,United Kingdom - 5.69,India - 3.76,Germany - 3.08,5794,13,30
Qiviut & Co.,https://qiviutandco.com,Fashion and jewelry,Unknown,11202,United Kingdom - 55.43,United States - 19.95,Sweden - 15.97,Russian Federation - 8.65,,5415315,598933,
Rattangardenfurniture.co.uk,http://www.rattangardenfurniture.co.uk,Home and garden,Shopping/Furniture,13075,United Kingdom - 100.00,,,,,4156929,454599,3812
RegencyChess.co.uk,https://www.regencychess.co.uk,Hobby and leisure time,Games/Board_and_Card_Games,73801,United Kingdom - 44.96,United States - 10.28,Slovakia - 9.05,Bulgaria - 7.74,Netherlands - 4.89,964372,124088,395
Repeatcashmere.com,http://www.repeatcashmere.com,Fashion and jewelry,Shopping/Clothing,116023,Netherlands - 22.85,Germany - 22.46,United States - 12.01,Switzerland - 7.60,Belgium - 6.11,588962,30907,6725
Redmagic.gg,https://uk.redmagic.gg,Gifts and gadgets,Unknown,44988,United Kingdom - 42.37,Turkey - 20.12,United States - 16.77,Hong Kong - 10.70,Australia - 6.28,,,
Roc-Hotels.com,https://www.roc-hotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,109847,Spain - 53.40,Germany - 16.90,Belgium - 5.68,Bulgaria - 4.80,Canada - 4.35,874718,32540,4506
Roncato.com,http://www.roncato.com,Gifts and gadgets,Shopping,146619,Italy - 65.64,Spain - 11.85,Germany - 7.03,France - 2.83,Brazil - 2.66,446786,17564,31493
Roomdi.com,https://www.roomdi.com,Travel and holidays,Food_and_Drink/Restaurants_and_Delivery,929904,Spain - 21.42,Portugal - 16.68,France - 10.78,Mexico - 8.73,Italy - 8.33,111512,7777,354
Rentalcars UK,https://www.rentalcars.com,Travel and holidays,Autos_and_Vehicles/Car_Rentals,24884052,United States - 13.84,United Kingdom - 10.72,France - 6.62,Italy - 5.89,Spain - 4.97,3659,5122,1
Royalgardenvillas.com,https://www.royalgardenvillas.com,Travel and holidays,Travel/Accommodation_and_Hotels,20420,Germany - 21.56,France - 18.68,Iceland - 16.98,Spain - 15.57,United States - 15.45,2287218,2357660,16657
RugMerchant.co.uk,https://rugmerchant.co.uk,Home and garden,,,,,,,,,,
Roompotparcs.com,http://www.roompotparcs.com,Travel and holidays,,,,,,,,,,
SaintMichel.net,https://www.saintmichel.net,Travel and holidays,Travel/Accommodation_and_Hotels,46440,Spain - 40.93,Germany - 19.40,United Kingdom - 10.71,Poland - 7.54,France - 4.38,1260709,85022,7077
Saintsrowlondon.com/,https://www.saintsrowlondon.com,Fashion and jewelry,Unknown,190,,,,,,,,
Rugsdirect.co.uk,https://www.rugsdirect.co.uk,Home and garden,Shopping/Home_and_Garden,215343,United Kingdom - 92.03,United States - 1.40,Ireland - 1.31,Sweden - 1.10,France - 0.99,341509,20298,1503
Sandos.com,http://www.sandos.com,Travel and holidays,Travel/Accommodation_and_Hotels,339206,United States - 27.87,Mexico - 17.96,Canada - 14.64,Argentina - 10.58,United Kingdom - 8.14,220759,121303,1007
Sdress.com,https://www.sdress.com,Fashion and jewelry,Internet_and_Telecom/Domain_Names_and_Register,2530,Germany - 61.09,United States - 38.91,,,,5265568,3062876,6615
Secrexy,https://www.secrexy.com,Adult,Unknown,268687,United States - 32.45,Brazil - 6.81,Hungary - 6.14,Russian Federation - 4.80,United Kingdom - 4.03,286455,110595,
Sebogo.co.uk,http://www.sebogo.co.uk,Travel and holidays,Travel,28887,United States - 72.58,Russian Federation - 27.42,,,,777087,7733721,15363
Seeds4Garden.com,http://www.seeds4garden.com,Home and garden,Shopping/Home_and_Garden,17685,Bermuda - 39.05,Lithuania - 19.13,United Kingdom - 18.20,United States - 11.99,France - 10.42,2620513,5869,14533
Selectcamp.co.uk,https://www.selectcamp.co.uk,Travel and holidays,Travel,66,,,,,,,,
SELECTED UK,https://www.selected.com,Fashion and jewelry,Shopping/Clothing,635913,Germany - 17.78,United Kingdom - 12.32,Netherlands - 11.94,Denmark - 11.73,France - 9.49,118358,22550,1695
Sensiblesavings.co.uk,https://www.sensiblesavings.co.uk,Financial products,Finance/Banking,36985,United Kingdom - 100.00,,,,,2004434,155481,6935
Sendacuddly.co.uk,https://www.sendacuddly.co.uk,Gifts and gadgets,Unknown,15231,United Kingdom - 38.39,India - 21.16,Italy - 19.64,Indonesia - 11.05,Nigeria - 7.00,4461188,945962,
Sheds.co.uk,http://www.sheds.co.uk,Home and garden,Shopping/Home_and_Garden,587242,United Kingdom - 95.22,Netherlands - 0.96,United States - 0.79,Poland - 0.63,Spain - 0.51,166432,8886,631
Simbagames.com Incentivised,http://www.simbagames.com,Lottery and gaming,Games/Online,44558,Germany - 68.76,Netherlands - 4.15,Lithuania - 3.61,Iceland - 3.40,United States - 2.86,1543722,158184,2461
SimplyBusiness.co.uk,http://www.simplybusiness.co.uk,Financial products,Finance/Insurance,2554229,United Kingdom - 85.09,United States - 1.98,India - 1.03,Spain - 0.81,France - 0.73,51388,2589,120
SilverlandHotels.com,https://www.silverlandhotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,53922,Viet Nam - 33.02,Taiwan - 11.86,Peru - 6.47,Thailand - 6.22,Egypt - 4.56,1264541,83657,7119
Smoko.com,http://www.smoko.com,Health and beauty,Shopping,11372,United Kingdom - 55.39,United States - 19.33,India - 7.48,Croatia - 4.14,Canada - 4.04,3518019,465914,231141
SirenisHotels.com,https://www.sirenishotels.com,Travel and holidays,Travel,138344,United States - 22.37,Canada - 20.55,Spain - 15.06,Mexico - 13.71,United Kingdom - 8.72,622036,379397,12460
Skiwear4u.com,http://www.skiwear4u.com,Fashion and jewelry,Shopping/Sports,21781,Italy - 59.08,United Kingdom - 14.37,Netherlands - 6.70,Spain - 4.22,Australia - 3.97,2623506,324320,9062
Stasher.com,https://www.stasher.com,Travel and holidays,Unknown,244328,United Kingdom - 33.15,United States - 18.55,Spain - 5.89,Australia - 3.94,Netherlands - 2.97,262602,28998,
Swiss BelHotel,https://www.swiss-belhotel.com,Travel and holidays,Travel/Accommodation_and_Hotels,198478,Indonesia - 52.00,Viet Nam - 9.62,United States - 6.19,Singapore - 5.61,Australia - 5.60,480130,14306,2346
Ski.Sunweb.co.uk,https://www.sunweb.co.uk,Travel and holidays,Travel/Tourism,101750,United Kingdom - 51.19,Switzerland - 18.69,Poland - 15.07,Denmark - 3.51,Bulgaria - 3.46,860584,61591,9327
Stayplanet.com,https://stayplanet.com,Travel and holidays,Travel/Accommodation_and_Hotels,910,Ireland - 37.14,Turkey - 34.47,United States - 22.43,Russian Federation - 5.97,,14067840,249835,170016
Teabox.com,https://uk.teabox.com,Food and beverages,Unknown,10927,United Kingdom - 93.12,Russian Federation - 6.88,,,,,,
Teamzo.com,http://www.teamzo.com,Sport and recreation,Unknown,85657,United States - 23.42,Canada - 22.51,United Kingdom - 12.31,Singapore - 8.05,Chile - 5.51,1098287,662226,
The Dedica Anthology,https://www.dahotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,123607,United States - 16.24,Italy - 12.31,France - 7.51,Spain - 6.93,Hungary - 6.89,899454,1175580,4655
Suncamp.co.uk,https://www.suncamp.co.uk,Travel and holidays,Travel/Tourism,43892,United Kingdom - 71.43,Slovakia - 6.41,Netherlands - 3.56,Spain - 3.17,Jersey - 3.12,990850,87248,10748
Tickets.palmaaquarium.com/en/,https://tickets.palmaaquarium.com,Travel and holidays,Unknown,39661,Netherlands - 28.35,Spain - 22.60,Argentina - 10.16,Germany - 10.13,Hungary - 6.45,,,
TOMTOP.com,https://www.tomtop.com,Gifts and gadgets,Shopping/General_Merchandise,6288455,United States - 9.67,Russian Federation - 9.08,France - 8.37,Italy - 8.16,Spain - 6.80,19686,20112,148
Thelongeststay.com,https://www.thelongeststay.com,Home and garden,Travel/Accommodation_and_Hotels,13964,United Kingdom - 33.32,Lithuania - 13.75,Saudi Arabia - 13.25,United States - 8.65,Mexico - 8.19,4086565,1084200,39175
Thegumclinic.com,http://www.thegumclinic.com,Health and beauty,Computer_and_Electronics/Programming,3773,United Kingdom - 100.00,,,,,10031975,1160347,22202
Toyday.co.uk,http://www.toyday.co.uk,Toys,Games,61987,United Kingdom - 35.76,United States - 19.42,Czech Republic - 14.94,Spain - 9.28,Poland - 8.70,1704930,158652,21617
Toplabelsonline.com,https://toplabelsonline.com,Fashion and jewelry,Unknown,2257,Spain - 42.05,France - 17.81,United Kingdom - 14.39,Iraq - 11.63, - 8.43,12400699,1071938,
Transparentbets.com,https://www.transparentbets.com,Lottery and gaming,Unknown,12794,Bulgaria - 77.86,Viet Nam - 5.11,Hungary - 3.47,Netherlands - 2.95,United States - 2.67,3066661,43301,
Tridenthotels.com,https://www.tridenthotels.com,Travel and holidays,Travel/Accommodation_and_Hotels,99505,India - 65.48,United States - 14.74,United Kingdom - 3.51,France - 3.00,Kuwait - 2.59,727601,34841,3708
Trilabshop.com,https://www.trilabshop.com,Health and beauty,Unknown,45211,Italy - 67.64,Turkey - 16.36,United Kingdom - 11.57,Spain - 2.30,Denmark - 1.30,1545305,90122,
TradeTracker UK,http://www.tradetracker.com,Professional services,Business_and_Industry,616323,Netherlands - 34.84,Spain - 9.43,Belgium - 7.98,Poland - 6.84,Italy - 6.13,126878,5742,9731
Trivago.co.uk,http://www.trivago.co.uk,Travel and holidays,Travel/Accommodation_and_Hotels,9733744,United Kingdom - 92.54,United States - 0.87,Germany - 0.60,Malaysia - 0.38,Spain - 0.36,10829,390,42
Trivago.ie,https://www.trivago.ie,Travel and holidays,Travel/Accommodation_and_Hotels,1476402,Ireland - 90.93,United Kingdom - 1.69,Germany - 1.02,Netherlands - 0.75,United States - 0.69,72860,235,306
Tukshoes.co.uk,http://www.tukshoes.co.uk,Fashion and jewelry,Shopping/Clothing,56556,United Kingdom - 57.56,Belgium - 18.51,United States - 5.00,Germany - 4.67,France - 3.23,1263974,117208,12662
Ukmeetandgreet.com,http://www.ukmeetandgreet.com,Travel and holidays,Business_and_Industry/Transportation_and_Logistics,30797,United Kingdom - 97.65,Germany - 2.35,,,,1922549,149601,9281
Uk.blackshark.com,https://uk.blackshark.com,Gifts and gadgets,Unknown,109998,United Kingdom - 46.49,China - 28.81,United States - 6.37,India - 3.94,Saudi Arabia - 2.30,,,
Ulla Popken UK,https://www.ullapopken.co.uk,Fashion and jewelry,Shopping/Clothing,59110,United Kingdom - 88.93,Ukraine - 2.18, - 2.12,United States - 1.83,Greece - 1.75,829122,54476,8831
Unisport UK,https://www.unisportstore.com,Sport and recreation,Shopping/Sports,749388,United States - 12.07,United Kingdom - 9.57,Viet Nam - 6.29,Denmark - 5.06,India - 4.74,109773,119270,393
